code,ccg_id
C87017,03L
C87024,03L
C87608,03L
C87015,03L
B82628,03M
Y04954,03M
Y06255,03M
Y06269,03M
B82024,03M
B82011,03M
B82025,03M
B82063,03M
B82037,03M
B82054,03M
B82106,03M
B82609,03M
B82038,03M
B82088,03M
Y02669,03M
Y03894,03N
Y01173,03N
Y02912,03N
Y02876,03N
Y01029,03N
Y03291,03N
Y02565,03N
Y03926,03N
Y05152,03N
Y05153,03N
Y05154,03N
Y01040,03N
C88016,03N
C88088,03N
C88090,03N
C88043,03N
C88648,03N
C88052,03N
Y02025,03N
C88018,03N
Y03895,03N
Y06100,03N
Y06101,03N
Y03261,03N
C88096,03N
C88647,03N
Y04338,03N
C88039,03N
Y03283,03N
Y01915,03N
Y05155,03N
Y01685,03N
C88069,03N
C88655,03N
C88049,03N
Y03260,03N
C88024,03N
C88032,03N
C88040,03N
C88026,03N
C88656,03N
C88008,03N
C88027,03N
C88048,03N
C88051,03N
C88086,03N
C88622,03N
Y00361,03N
Y00187,03N
C88025,03N
C88078,03N
C88074,03N
C88007,03N
C88627,03N
C88022,03N
C88050,03N
C88072,03N
C88085,03N
C88011,03N
C88070,03N
C88077,03N
C88643,03N
C88060,03N
C88068,03N
C88073,03N
C88631,03N
C88015,03N
C88041,03N
C88005,03N
C88028,03N
C88044,03N
C88079,03N
C88083,03N
C88014,03N
C88047,03N
Y03896,03N
Y00264,03N
C88034,03N
C88053,03N
C88652,03N
C88045,03N
C88035,03N
C88036,03N
C88062,03N
C88023,03N
C88084,03N
C88091,03N
C88082,03N
C88021,03N
C88031,03N
C88059,03N
C88076,03N
C88009,03N
C88010,03N
C88054,03N
C88095,03N
Y05349,03N
C88092,03N
C88019,03N
C88038,03N
C88046,03N
C88037,03N
C88006,03N
C88020,03N
C88030,03N
C88087,03N
Y04950,03Q
Y06123,03Q
Y05450,03Q
B82083,03Q
B82021,03Q
B82047,03Q
B82103,03Q
B82041,03Q
B81036,03Q
B82026,03Q
B82071,03Q
B82081,03Q
B82097,03Q
B82074,03Q
B82005,03Q
B82098,03Q
B82068,03Q
B82077,03Q
B82079,03Q
B82073,03Q
Y06311,03Q
B82018,03Q
B82100,03Q
B82619,03Q
B82080,03Q
B82002,03Q
B82033,03Q
B82064,03Q
B82031,03Q
B82105,03Q
Y01069,03R
B87031,03R
B87602,03R
Y01953,03R
B87008,03R
B87040,03R
Y02731,03R
Y03604,03R
Y00084,03R
Y02509,03R
Y04113,03R
B87616,03R
B87003,03R
B87030,03R
B87041,03R
B87017,03R
B87015,03R
B87021,03R
Y05737,03R
B87004,03R
B87012,03R
B87028,03R
B87006,03R
B87016,03R
B87026,03R
B87036,03R
Y05819,03R
B87025,03R
B87013,03R
B87019,03R
B87027,03R
B87044,03R
B87600,03R
B87005,03R
B87009,03R
B87018,03R
B87032,03R
B87042,03R
B87001,03R
B87007,03R
B87039,03R
B87022,03R
B87011,03R
B87604,03R
B87020,03R
B87033,03R
B87002,03R
C83042,03T
Y03351,03T
Y01639,03T
C83613,03T
C83085,03T
C83634,03T
Y01727,03T
Y01116,03T
C83057,03T
C83059,03T
C83060,03T
C83027,03T
C83043,03T
C83083,03T
Y03348,03T
C83643,03T
Y03044,03T
Y03347,03T
Y01661,03T
Y03344,03T
C83004,03T
C83010,03T
C83015,03T
Y03350,03T
C83028,03T
C83635,03T
C83049,03T
C83005,03T
C83019,03T
C83032,03T
C83045,03T
C83055,03T
C83064,03T
C83650,03T
C83056,03T
C83061,03T
Y03389,03V
Y03733,03V
K83059,03V
K83607,03V
Y06346,03V
Y06354,03V
K83622,03V
K83002,03V
K83614,03V
Y06473,03W
Y06474,03W
Y06475,03W
Y03321,03W
Y03323,03W
Y03909,03W
Y04974,03W
Y02077,03W
Y04975,03W
C82611,03W
Y04973,03W
C82022,03W
C82067,03W
Y04311,03W
Y03957,03W
C82002,03W
C82025,03W
C82068,03W
Y05412,03W
Y05202,03W
C82016,03W
Y03584,03W
C82038,03W
C82078,03W
C82001,03W
C82013,03W
Y04976,03W
C82009,03W
C82109,03W
C82039,03W
C82066,03W
C82631,03W
C82010,03W
C82044,03W
C82048,03W
C82071,03W
C82079,03W
C82112,03W
C82042,03W
C82021,03W
C82055,03W
C82056,03W
C82649,03W
C82077,03W
C82098,03W
Y04312,04C
C82642,04C
C82643,04C
Y02469,04C
C82116,04C
Y03761,04C
Y02470,04C
C82088,04C
C82099,04C
C82669,04C
Y02197,04C
C82059,04C
C82094,04C
C82107,04C
C82620,04C
C82653,04C
Y03587,04C
C82676,04C
C82624,04C
C82029,04C
Y00137,04C
C82020,04C
C82124,04C
C82080,04C
C82105,04C
C82671,04C
C82060,04C
C82651,04C
Y04103,04C
Y03001,04C
C82005,04C
C82008,04C
C82053,04C
C82086,04C
C82019,04C
C82046,04C
C82662,04C
C82670,04C
Y00344,04C
C82018,04C
C82614,04C
C82680,04C
C82037,04C
C82063,04C
C82122,04C
C82623,04C
C82626,04C
C82660,04C
Y02686,04C
C82073,04C
C82114,04C
C82610,04C
C82024,04C
C82084,04C
C82667,04C
C82659,04C
C82030,04C
C82031,04C
C82033,04C
C82100,04C
C82119,04C
C82639,04C
C82092,04C
Y03345,04D
Y01687,04D
Y01182,04D
Y06198,04D
Y06199,04D
Y01183,04D
Y01184,04D
Y01185,04D
Y06201,04D
Y03343,04D
Y06200,04D
C83052,04D
C83072,04D
C83073,04D
C83074,04D
C83079,04D
C83058,04D
Y04942,04D
C83009,04D
C83031,04D
C83037,04D
C83018,04D
C83033,04D
C83038,04D
C83044,04D
C83641,04D
C83001,04D
C83626,04D
C83062,04D
C83002,04D
C83029,04D
C83611,04D
C83637,04D
C83046,04D
C83078,04D
C83014,04D
C83025,04D
C83041,04D
C83071,04D
C83082,04D
C83051,04D
Y03945,04E
Y04361,04E
Y01669,04E
Y05942,04E
Y00862,04E
C84106,04E
Y01988,04E
Y02131,04E
Y02130,04E
Y02661,04E
Y03622,04E
Y04637,04E
C84067,04E
C84074,04E
Y05431,04E
Y01096,04E
Y05456,04E
Y04985,04E
Y01097,04E
C84036,04E
C84069,04E
C84076,04E
C84140,04E
C84142,04E
C84629,04E
C84679,04E
Y05687,04E
C84016,04E
C84031,04E
C84051,04E
C84057,04E
C84127,04E
C84637,04E
C84658,04E
C84020,04E
C84654,04E
Y05690,04E
C84061,04E
C84077,04E
C84114,04E
C84012,04E
C84014,04E
C84710,04E
Y04855,04F
Y04633,04F
Y06436,04F
Y04708,04F
Y04709,04F
Y04958,04F
Y05197,04F
K82050,04F
K82633,04F
Y02808,04F
K82054,04F
K82064,04F
K82631,04F
K82610,04F
K82615,04F
K82076,04F
K82009,04F
K82026,04F
K82057,04F
Y04667,04F
Y05400,04F
Y04138,04F
Y04139,04F
K82074,04F
Y02900,04F
K82015,04F
K82013,04F
K82016,04F
K82003,04F
K82059,04F
K82065,04F
Y04704,04F
Y05189,04F
K82025,04F
K82032,04F
K82060,04F
K82617,04F
K82039,04F
K82067,04F
K82027,04F
Y02804,04G
Y02813,04G
Y00234,04G
Y06298,04G
Y06268,04G
K83049,04G
Y00827,04G
K83018,04G
K83022,04G
K83618,04G
K83621,04G
K83025,04G
K83076,04G
K83009,04G
Y03734,04G
Y06064,04G
Y00082,04G
Y06267,04G
K83624,04G
K83051,04G
K83032,04G
K83010,04G
K83601,04G
K83005,04G
K83011,04G
K83081,04G
Y01139,04G
K83625,04G
K83003,04G
K83008,04G
K83027,04G
K83035,04G
K83028,04G
K83030,04G
K83044,04G
K83065,04G
K83069,04G
K83616,04G
K83013,04G
K83036,04G
K83056,04G
Y06192,04G
K83019,04G
K83031,04G
K83053,04G
K83064,04G
K83066,04G
K83006,04G
K83037,04G
K83026,04G
K83079,04G
K83020,04G
K83041,04G
K83042,04G
K83070,04G
K83012,04G
K83014,04G
K83029,04G
K83043,04G
K83077,04G
Y03390,04G
K83620,04G
K83052,04G
Y06347,04G
K83033,04G
K83040,04G
K83021,04G
K83047,04G
K83007,04G
K83024,04G
K83015,04G
K83048,04G
K83039,04G
K83068,04G
K83610,04G
K83055,04G
Y00399,04G
K83080,04G
K83050,04G
Y03946,04H
Y04431,04H
Y05743,04H
Y03591,04H
Y06081,04H
Y05434,04H
Y05972,04H
Y05384,04H
C84037,04H
C84059,04H
C84113,04H
C84123,04H
C84019,04H
C84029,04H
Y05976,04H
C84656,04H
C84087,04H
C84009,04H
C84045,04H
C84049,04H
C84660,04H
Y05369,04H
C84021,04H
Y05622,04K
Y04498,04K
C84135,04K
C84138,04K
C84717,04K
Y05430,04K
Y03963,04K
Y04728,04K
C84129,04K
Y02677,04K
Y00065,04K
C84695,04K
C84122,04K
C84060,04K
C84092,04K
C84144,04K
C84034,04K
C84091,04K
C84116,04K
C84647,04K
C84650,04K
C84676,04K
C84680,04K
C84694,04K
Y06356,04K
C84151,04K
C84628,04K
C84682,04K
C84085,04K
C84683,04K
C84693,04K
C84664,04K
C84046,04K
C84004,04K
C84619,04K
C84044,04K
Y03133,04K
C84720,04K
C84117,04K
C84136,04K
C84691,04K
Y05308,04K
C84018,04K
C84063,04K
C84072,04K
C84096,04K
C84078,04K
C84043,04K
C84064,04K
Y03124,04K
Y05960,04K
C84103,04K
C84105,04K
C84081,04K
C84039,04K
C84704,04K
C84011,04K
Y02847,04K
C84023,04K
C84714,04K
Y02945,04L
Y01282,04L
Y00044,04L
Y04402,04L
C84026,04L
Y05432,04L
Y06507,04L
C84053,04L
C84095,04L
Y06443,04L
C84709,04L
C84033,04L
C84066,04L
Y03947,04L
C84047,04L
C84055,04L
Y00026,04L
C84115,04L
C84150,04L
C84646,04L
C84010,04L
C84696,04L
C84613,04L
Y04401,04M
Y05314,04M
Y02489,04M
Y03948,04M
Y05435,04M
Y04194,04M
Y05964,04M
C84030,04M
C84042,04M
C84080,04M
C84107,04M
C84112,04M
C84120,04M
C84705,04M
Y03486,04M
C84065,04M
C84131,04M
C84624,04M
C84667,04M
C84032,04M
Y03949,04N
Y04403,04N
Y05331,04N
Y04595,04N
Y01142,04N
Y05388,04N
Y05433,04N
Y03104,04N
Y04812,04N
C84017,04N
C84028,04N
C84090,04N
C82040,04N
C84005,04N
C84703,04N
C84721,04N
C84025,04N
C84048,04N
C84084,04N
C84086,04N
C84605,04N
C84621,04N
Y06067,04Q
Y05747,04Q
Y06256,04Q
Y06257,04Q
Y03346,04Q
Y01099,04Q
Y03352,04Q
C83024,04Q
Y03489,04Q
C82076,04Q
C83040,04Q
C83053,04Q
C83067,04Q
C83080,04Q
C83649,04Q
C83011,04Q
C83653,04Q
Y03487,04Q
Y03488,04Q
C83008,04Q
C83013,04Q
C83020,04Q
C83048,04Q
C83075,04Q
C83023,04Q
C83030,04Q
Y01652,04Q
Y03956,04V
Y04310,04V
C82600,04V
C82644,04V
Y00252,04V
Y02198,04V
C82047,04V
C82075,04V
C82082,04V
C82656,04V
Y03910,04V
C82007,04V
C82012,04V
C82014,04V
C82064,04V
C82103,04V
C82628,04V
C82111,04V
C82054,04V
C82093,04V
C82003,04V
C82091,04V
C82627,04V
C82678,04V
Y03715,04V
C82032,04V
C82034,04V
C82062,04V
C82011,04V
C82026,04V
C82035,04V
C82070,04V
C82041,04V
C82051,04V
C82121,04V
C82634,04V
C82650,04V
C82017,04V
C82028,04V
C82045,04V
C82052,04V
C82072,04V
C82102,04V
C82050,04V
C82120,04V
C82096,04V
C82027,04V
C82043,04V
C82095,04V
C82097,04V
C82061,04V
Y04442,04Y
Y04908,04Y
Y01959,04Y
M83139,04Y
M83722,04Y
M83637,04Y
M83638,04Y
M83109,04Y
M83033,04Y
M83703,04Y
M83001,04Y
Y06031,04Y
Y05656,04Y
Y05125,04Y
Y02594,04Y
Y05655,04Y
M83016,04Y
M83048,04Y
M83698,04Y
M83717,04Y
M83727,04Y
Y02192,04Y
M83616,04Y
M83063,04Y
M83608,04Y
M83738,04Y
M83107,04Y
M83130,04Y
Y02354,04Y
M83719,04Y
M83129,04Y
Y00140,05A
Y05164,05A
M84012,05A
M86008,05A
M86018,05A
M84004,05A
Y04682,05A
M86015,05A
M86033,05A
Y05168,05A
Y02652,05A
Y00995,05A
Y03185,05A
M86028,05A
M86044,05A
M86048,05A
M86633,05A
M84050,05A
M84067,05A
M84016,05A
M84020,05A
M84023,05A
M84035,05A
M86004,05A
M86009,05A
M86029,05A
M86001,05A
M86014,05A
M86002,05A
M86040,05A
M86046,05A
Y06218,05A
M86006,05A
M86030,05A
M86034,05A
M86605,05A
Y04952,05A
M86020,05A
M86023,05A
M84616,05A
M84031,05A
M86003,05A
M86005,05A
M86012,05A
M86016,05A
M86037,05A
M86624,05A
M86021,05A
M86610,05A
Y04916,05A
M86010,05A
M86638,05A
M84046,05A
M84065,05A
M86627,05A
M86035,05A
M86027,05A
M86039,05A
M86032,05A
M86041,05A
M86612,05A
M86045,05A
M86617,05A
M86038,05A
Y00060,05A
Y00996,05A
Y04947,05A
Y04951,05A
Y04965,05A
M86007,05A
M86017,05A
M86019,05A
M86622,05A
Y03015,05C
Y03315,05C
Y04412,05C
Y03358,05C
Y04236,05C
Y01091,05C
M87639,05C
M87637,05C
M87632,05C
Y03242,05C
M87007,05C
M87015,05C
Y03241,05C
M87016,05C
M87021,05C
M87620,05C
M87621,05C
Y05981,05C
M87041,05C
M87028,05C
M87036,05C
M87601,05C
M87638,05C
M87030,05C
M87027,05C
M87010,05C
M87012,05C
Y04938,05C
M87018,05C
M87008,05C
M87005,05C
M87009,05C
M87618,05C
Y02653,05C
M87006,05C
M87017,05C
M87023,05C
M87001,05C
M87034,05C
M87602,05C
M87623,05C
Y01756,05C
M87605,05C
M87037,05C
M87011,05C
M87003,05C
M87025,05C
M87026,05C
M87612,05C
M87617,05C
Y02212,05C
M87019,05C
M87024,05C
M87628,05C
M87014,05C
M87020,05C
Y05944,05D
Y03700,05D
Y05368,05D
Y05943,05D
Y04112,05D
M83010,05D
C81018,05D
M83026,05D
M83027,05D
M83065,05D
M83074,05D
M83035,05D
M83013,05D
M83037,05D
M83042,05D
M83059,05D
M83641,05D
M83680,05D
M83681,05D
M83718,05D
Y00078,05D
M83073,05D
M83051,05D
Y04654,05F
M81009,05F
M81024,05F
M81044,05F
Y00172,05F
Y06427,05F
M81093,05F
M81016,05F
M81067,05F
M81018,05F
M81043,05F
M81054,05F
M81032,05F
M81066,05F
M81012,05F
Y02902,05F
M81048,05F
M81076,05F
M81600,05F
M81621,05F
M81003,05F
M81604,05F
M81061,05F
M81026,05F
M83089,05G
Y05821,05G
Y03779,05G
M83704,05G
Y03711,05G
M83015,05G
M83017,05G
M83034,05G
M83007,05G
M83056,05G
M83697,05G
M83141,05G
M83670,05G
M83691,05G
Y00878,05G
Y05822,05G
Y03360,05G
M83005,05G
M83023,05G
M83054,05G
M83084,05G
M83701,05G
M83012,05G
M83071,05G
M83079,05G
M83011,05G
M83640,05G
M83025,05G
M83140,05G
M83723,05G
M83067,05G
M83096,05G
M83046,05G
M83103,05G
M83122,05G
M83108,05G
M83121,05G
Y04884,05H
Y06301,05H
Y05941,05H
M84615,05H
Y02426,05H
Y05553,05H
M84621,05H
Y04882,05H
M84003,05H
M84005,05H
M84055,05H
M84006,05H
M84008,05H
M84019,05H
M84042,05H
M84612,05H
M84041,05H
M84051,05H
M84007,05H
Y04969,05H
M84011,05H
M84034,05H
M84061,05H
M84609,05H
M84618,05H
M84627,05H
Y04883,05H
M84001,05H
M84022,05H
M84037,05H
Y06374,05J
Y04276,05J
Y04278,05J
Y04281,05J
M81636,05J
Y04277,05J
M81084,05J
M81605,05J
M81019,05J
M81002,05J
M81001,05J
M81020,05J
M81089,05J
M81069,05J
M81025,05J
M81082,05J
M81070,05J
M81078,05J
M81083,05J
M81616,05J
M81617,05J
M81021,05J
M81055,05J
M81092,05J
M81077,05J
M81064,05J
M81041,05J
Y05608,05L
M88002,05L
Y06567,05L
Y05865,05L
Y02012,05L
Y01039,05L
Y06377,05L
Y05847,05L
Y06379,05L
M88646,05L
Y03653,05L
Y05853,05L
M88014,05L
M88044,05L
M85069,05L
M85124,05L
M88620,05L
M85178,05L
Y05869,05L
M88629,05L
M88633,05L
M88024,05L
M88623,05L
Y03392,05L
Y00646,05L
Y00963,05L
Y02764,05L
M88628,05L
Y01057,05L
Y03331,05L
Y03166,05L
M88021,05L
M88616,05L
M88626,05L
M85145,05L
M88647,05L
M88013,05L
M88031,05L
M88618,05L
M85684,05L
M85176,05L
M85020,05L
M85634,05L
M85676,05L
M85697,05L
M85098,05L
M88009,05L
M88019,05L
M88035,05L
M88038,05L
M88610,05L
M88619,05L
M85064,05L
M85663,05L
M85002,05L
M88625,05L
M88630,05L
M88026,05L
Y05854,05L
M88043,05L
M85768,05L
M85009,05L
M85082,05L
M85801,05L
M88003,05L
M88018,05L
M88635,05L
M85019,05L
M88015,05L
M88645,05L
M85715,05L
M85721,05L
Y01980,05L
Y03712,05L
M85757,05L
Y00492,05L
M88016,05L
M88040,05L
M88041,05L
M85778,05L
Y00471,05L
Y06378,05L
M88007,05L
M85164,05L
M88008,05L
M88010,05L
M88022,05L
M88023,05L
M88627,05L
M87013,05L
M88600,05L
M88612,05L
M88643,05L
M88001,05L
M88004,05L
M85085,05L
M88042,05L
M88640,05L
M88639,05L
Y02701,05L
M88030,05L
M85797,05L
Y00412,05L
Y04846,05N
Y04416,05N
M82040,05N
M82060,05N
Y05935,05N
Y02474,05N
Y05934,05N
Y00911,05N
M82017,05N
W00042,05N
M82004,05N
M82031,05N
M82038,05N
M82033,05N
M82046,05N
M82620,05N
M82002,05N
M82011,05N
M82013,05N
M82018,05N
M82030,05N
M82032,05N
M82019,05N
M82041,05N
M82051,05N
M82601,05N
M82047,05N
M82005,05N
M82006,05N
M82016,05N
M82008,05N
M82010,05N
M82020,05N
M82025,05N
M82026,05N
M82044,05N
M82058,05N
M82604,05N
M82021,05N
M82024,05N
M82034,05N
M82035,05N
M82014,05N
M82023,05N
M82022,05N
M82048,05N
M82043,05N
Y02495,05N
M83148,05Q
M83693,05Q
M83705,05Q
Y05654,05Q
Y06326,05Q
Y04156,05Q
Y05953,05Q
M83115,05Q
Y02414,05Q
M83113,05Q
M83706,05Q
M83110,05Q
M83111,05Q
M83088,05Q
M83032,05Q
Y06327,05Q
M83097,05Q
M83018,05Q
M83132,05Q
M83668,05Q
M83617,05Q
M83072,05Q
M83117,05Q
M83062,05Q
M83093,05Q
M83031,05Q
M83041,05Q
M83715,05Q
M83125,05Q
M83006,05Q
M83030,05Q
M84044,05R
M84062,05R
M84629,05R
Y06203,05R
M84040,05R
M84014,05R
M84021,05R
Y04964,05R
M84064,05R
M84070,05R
M84617,05R
M84024,05R
M84009,05R
M84026,05R
M84032,05R
M84049,05R
M84060,05R
M84069,05R
M84620,05R
M84002,05R
M84066,05R
M84059,05R
M84025,05R
M84030,05R
M84047,05R
M84015,05R
M84010,05R
M84013,05R
M84036,05R
M84043,05R
M84029,05R
M84017,05R
M84018,05R
M84063,05R
M84028,05R
Y03142,05T
Y04289,05T
Y02743,05T
Y04287,05T
Y00459,05T
Y04288,05T
Y04290,05T
Y04282,05T
Y04283,05T
Y04284,05T
Y04286,05T
Y04285,05T
M81004,05T
M81007,05T
M81029,05T
M81058,05T
M81094,05T
M81627,05T
Y03602,05T
M81033,05T
M81046,05T
M81011,05T
Y01810,05T
M81039,05T
M81075,05T
M81081,05T
M81017,05T
M81049,05T
M81063,05T
Y04968,05T
M81629,05T
M81034,05T
M81047,05T
M81091,05T
M81022,05T
M81035,05T
M81038,05T
M81074,05T
M81042,05T
M81045,05T
M81037,05T
M81072,05T
M81006,05T
M81008,05T
M83057,05V
Y02188,05V
Y03588,05V
M83022,05V
M83024,05V
M83052,05V
M83069,05V
M83045,05V
M83049,05V
M83092,05V
M83020,05V
M83009,05V
Y05241,05V
M83070,05V
M83050,05V
M83036,05V
M83044,05V
M83682,05W
M83632,05W
M83661,05W
Y00053,05W
Y03325,05W
Y03778,05W
Y00657,05W
M83028,05W
M83068,05W
M83126,05W
Y05795,05W
M83650,05W
M83736,05W
Y03483,05W
Y03085,05W
M83094,05W
M83709,05W
M83047,05W
Y02881,05W
Y05697,05W
Y06287,05W
Y05540,05W
Y05723,05W
M83075,05W
M83134,05W
M83076,05W
M83102,05W
M83123,05W
M83625,05W
M83061,05W
Y04483,05W
M83066,05W
M83143,05W
M83021,05W
M83127,05W
M83627,05W
M83004,05W
M83146,05W
M83038,05W
M83619,05W
M83623,05W
Y02521,05W
M83090,05W
M83014,05W
M83138,05W
M83601,05W
M83711,05W
M83725,05W
M83100,05W
M83713,05W
Y02867,05W
M83700,05W
M83082,05W
M83624,05W
Y05116,05X
Y06478,05X
Y05488,05X
Y04326,05X
M82028,05X
Y00768,05X
Y05770,05X
Y04520,05X
M82009,05X
M82039,05X
M82007,05X
M82059,05X
Y01929,05X
M82616,05X
M82003,05X
M82056,05X
M82012,05X
M82042,05X
M82057,05X
M82606,05X
Y03432,05Y
Y00887,05Y
M91637,05Y
M91034,05Y
M91612,05Y
Y02728,05Y
Y01133,05Y
Y00886,05Y
Y03747,05Y
M91609,05Y
M91639,05Y
M91009,05Y
M91024,05Y
M91626,05Y
Y01748,05Y
M91029,05Y
M91014,05Y
M91613,05Y
M91616,05Y
M91628,05Y
M91659,05Y
Y01836,05Y
M91602,05Y
M91623,05Y
M91629,05Y
M91647,05Y
M91650,05Y
Y02627,05Y
M91624,05Y
M91641,05Y
Y02626,05Y
M91018,05Y
M91611,05Y
M91016,05Y
M91026,05Y
M91614,05Y
M91660,05Y
M91010,05Y
M91017,05Y
M91019,05Y
M91032,05Y
M91036,05Y
Y03452,05Y
M91007,05Y
M91004,05Y
M91011,05Y
M91015,05Y
Y02901,05Y
Y01732,05Y
M91003,05Y
M91021,05Y
M91033,05Y
M91028,05Y
M91013,05Y
M91008,05Y
Y00278,05Y
M91020,05Y
M91619,05Y
M91621,05Y
M91640,05Y
M91654,05Y
Y00228,05Y
M91006,05Y
Y06502,06A
Y03018,06A
M92657,06A
Y03457,06A
M92004,06A
M92001,06A
M92014,06A
M92015,06A
M92040,06A
M92022,06A
M92627,06A
M92656,06A
M92011,06A
Y05333,06A
M92026,06A
M92028,06A
Y00954,06A
M92042,06A
M92044,06A
M92006,06A
M92007,06A
M92009,06A
M92654,06A
M92013,06A
M92039,06A
M92609,06A
Y02736,06A
M92012,06A
M92016,06A
M92029,06A
M92607,06A
M92629,06A
M92630,06A
M92640,06A
Y02636,06A
M92003,06A
Y02757,06A
M92024,06A
M92612,06A
M92649,06A
M92041,06A
M92002,06A
M92008,06A
M92010,06A
M92043,06A
M92019,06A
M81027,06D
Y04294,06D
M81040,06D
M81073,06D
M81057,06D
Y04291,06D
Y04292,06D
Y04293,06D
M81056,06D
M81015,06D
M81608,06D
M81005,06D
M81068,06D
M81090,06D
M81010,06D
Y04300,06F
Y04307,06F
Y02428,06F
Y02913,06F
Y00561,06F
Y03627,06F
Y03643,06F
Y02262,06F
Y06153,06F
Y05820,06F
Y04245,06F
Y04303,06F
Y04299,06F
Y04296,06F
Y04443,06F
Y04308,06F
Y04306,06F
Y00282,06F
Y05836,06F
Y05712,06F
Y05217,06F
Y00729,06F
Y04309,06F
Y06191,06F
Y02171,06F
Y00279,06F
Y02167,06F
Y02997,06F
Y04298,06F
Y04302,06F
E81004,06F
E81044,06F
Y05678,06F
E81012,06F
E81036,06F
E81057,06F
E81021,06F
E81615,06F
E81022,06F
E81061,06F
Y00260,06F
E81003,06F
Y00328,06F
Y01793,06F
E81034,06F
E81023,06F
E81038,06F
E81056,06F
Y00560,06F
E81007,06F
E81049,06F
E81611,06F
E81043,06F
E81014,06F
Y06152,06F
E81035,06F
Y04592,06F
E81009,06F
E81045,06F
E81052,06F
E81635,06F
E81037,06F
Y01951,06F
Y04301,06F
E81069,06F
Y00522,06F
E81050,06F
E81077,06F
E81019,06F
E81029,06F
E81030,06F
E81060,06F
E81008,06F
E81027,06F
E81024,06F
E81015,06F
E81002,06F
E81046,06F
E81074,06F
E81031,06F
E81047,06F
E81033,06F
Y03041,06H
D81636,06H
Y02994,06H
D81641,06H
Y03154,06H
Y06391,06H
Y00673,06H
Y03790,06H
E82072,06H
Y04963,06H
E82132,06H
Y04142,06H
D81638,06H
D81645,06H
Y00486,06H
Y02051,06H
D81046,06H
D81037,06H
D81054,06H
Y04602,06H
D81629,06H
Y00674,06H
Y04237,06H
D81002,06H
Y03550,06H
Y06407,06H
Y05937,06H
Y06170,06H
Y04184,06H
D81018,06H
D81035,06H
D81041,06H
Y02888,06H
D81634,06H
D81606,06H
Y03272,06H
Y01778,06H
Y04185,06H
D81639,06H
Y01908,06H
Y04144,06H
Y04145,06H
Y04186,06H
Y04188,06H
D81059,06H
Y00881,06H
D81027,06H
D81061,06H
D81611,06H
Y04143,06H
D81023,06H
D81026,06H
Y05939,06H
Y03472,06H
D81015,06H
D81622,06H
D81637,06H
D81056,06H
D81005,06H
D81066,06H
D81073,06H
D81010,06H
D81615,06H
D81618,06H
D81624,06H
D81036,06H
D81022,06H
D81630,06H
Y02978,06H
Y05839,06H
D81011,06H
Y06169,06H
Y05140,06H
D81049,06H
D81028,06H
D81033,06H
Y04238,06H
Y04399,06H
D81052,06H
D81004,06H
D81057,06H
D81081,06H
D81045,06H
D81001,06H
Y05763,06H
D81017,06H
Y02990,06H
Y02991,06H
D81065,06H
D81643,06H
D81013,06H
D81631,06H
D81029,06H
D81031,06H
K83017,06H
K83023,06H
D81016,06H
D81044,06H
D81014,06H
D81051,06H
D81062,06H
Y05938,06H
D81040,06H
D81025,06H
Y02992,06H
Y02993,06H
D81043,06H
Y05196,06H
D81082,06H
D81030,06H
Y04239,06H
D81603,06H
D81602,06H
D81060,06H
D81008,06H
Y05173,06H
D81607,06H
D81070,06H
D81623,06H
D81012,06H
D81042,06H
D81084,06H
D81612,06H
Y02769,06H
D81021,06H
D81034,06H
D81625,06H
D81055,06H
D81086,06H
Y00056,06H
Y00185,06H
D81078,06H
D81058,06H
D81003,06H
D81050,06H
D81085,06H
D81633,06H
D81064,06H
D81038,06H
Y03580,06K
E82041,06K
E82121,06K
Y06095,06K
Y01061,06K
E82007,06K
E82667,06K
E82126,06K
Y03838,06K
E82044,06K
E82102,06K
E82661,06K
E82089,06K
E82035,06K
E82056,06K
E82086,06K
E82093,06K
E82005,06K
E82111,06K
E82641,06K
E82058,06K
D81047,06K
E82008,06K
E82099,06K
E82053,06K
E82062,06K
E82082,06K
E82104,06K
Y04607,06K
E82019,06K
E82079,06K
E82081,06K
E82115,06K
E82123,06K
E82133,06K
E82638,06K
E82042,06K
E82626,06K
E82057,06K
E82090,06K
E82075,06K
E82109,06K
E82067,06K
E82002,06K
E82018,06K
E82023,06K
Y02639,06K
E82021,06K
E82074,06K
E82100,06K
E82654,06K
E82038,06K
E82092,06K
Y01924,06K
E82006,06K
E82061,06K
E82040,06K
E82130,06K
E82088,06K
E82620,06K
E82063,06K
E82024,06K
D83017,06L
D83020,06L
D83041,06L
D83079,06L
D83044,06L
Y06499,06L
D83001,06L
D83037,06L
D83015,06L
D83080,06L
D83081,06L
D83073,06L
D83004,06L
D83046,06L
D83074,06L
D83039,06L
D83058,06L
Y01794,06L
D83082,06L
D83084,06L
D83007,06L
D83019,06L
D83043,06L
D83069,06L
D83615,06L
D83006,06L
D83054,06L
D83057,06L
D83061,06L
D83008,06L
D83051,06L
D83056,06L
D83026,06L
D83028,06L
D83036,06L
D83053,06L
D83050,06L
D83049,06L
D83024,06L
D83059,06L
D83048,06L
Y00420,06M
Y03424,06M
Y06394,06M
D83608,06M
Y03888,06M
Y04499,06M
Y02082,06M
D83034,06M
D83009,06M
D83023,06M
D83030,06M
D83047,06M
D83010,06M
D83022,06M
D83035,06M
Y05176,06M
D82007,06M
