code,ccg_id
Y04055,NR5
Y04065,NR5
Y04059,NR5
Y01063,NR5
Y04067,NR5
Y04069,NR5
Y02148,NR5
Y04074,NR5
Y01992,NR5
Y03754,NR5
Y05013,NR5
Y05245,NRX
Y06362,NT4
Y04413,NT4
Y05028,NT4
Y05878,NT4
Y06060,NT4
Y05987,NT4
Y05988,NT4
Y05985,NT4
Y05986,NT4
Y05076,NTP
Y05731,NTP
Y00705,NTP
Y04220,NTP
Y02989,NTP
Y06077,NTP
Y04672,NTP
Y02859,NTV
Y04364,NTV
Y02861,NTV
Y02860,NTV
Y05884,NTV
Y05883,NTV
Y01250,NTV
Y05882,NTV
Y05596,NV1
Y05300,NV1
Y05595,NV1
Y05563,NV1
Y05788,NV6
Y05093,NVC
Y04541,NVC
Y04705,NVC
Y05474,NVC
Y05492,NVC
Y04176,NVC
Y06057,NVC
Y06278,NVC
Y06279,NVC
Y05471,NVC
Y06171,NVC
Y06209,NVC
Y04850,NVE
Y04851,NVE
Y01086,NVE
Y03819,NVE
Y03787,NVE
Y04587,NVE
Y04585,NVE
Y04586,NVE
Y00599,NVE
Y04588,NVE
Y06393,NW0
Y00195,NW0
Y05611,NW0
Y05609,NW0
Y05604,NWC
Y02284,NWE
Y02059,NWE
Y04797,NWE
Y04798,NWE
Y05246,NWE
Y03032,NWE
Y06142,NWE
Y05247,NWE
Y04796,NWE
Y06500,NWX
Y06289,NWX
Y06288,NWX
Y04649,NX1
Y06190,NX1
Y05709,NX1
Y06186,NX1
Y06189,NX1
Y05688,NX1
Y05004,NX1
Y05555,NYG
Y04558,NYG
Y06568,R0A
Y06085,R0A
Y06092,R0A
Y06089,R0A
Y06090,R0A
Y06083,R0A
Y06086,R0A
Y06087,R0A
Y06088,R0A
Y06091,R0A
A99944,R0A
Y06084,R0A
Y06093,R0A
Y03908,R0A
Y04880,R0B
Y06181,R0B
Y05060,R0B
Y04447,R1A
Y04561,R1A
Y04514,R1A
Y04523,R1A
Y04524,R1A
Y04525,R1A
Y04527,R1A
Y04528,R1A
Y04530,R1A
Y04336,R1A
Y04328,R1A
Y04417,R1A
Y04542,R1A
Y04505,R1A
Y04537,R1A
Y04536,R1A
Y04532,R1A
Y04535,R1A
Y04550,R1A
Y04562,R1A
Y04548,R1A
Y04638,R1A
Y04713,R1A
Y04641,R1A
Y06297,R1A
Y04327,R1A
Y04448,R1A
Y04639,R1A
Y04445,R1A
Y04549,R1A
Y04418,R1A
Y05410,R1A
Y04451,R1A
Y04503,R1A
Y05207,R1A
Y04565,R1A
Y04337,R1A
Y05208,R1A
Y04487,R1A
Y04529,R1A
Y04444,R1A
Y05025,R1A
Y06165,R1A
Y04456,R1A
Y05674,R1A
Y04519,R1A
Y02361,R1D
Y01236,R1D
Y03788,R1D
Y03833,R1F
Y02758,R1F
Y05783,R1F
Y05462,R1H
Y03826,R1J
Y05070,R1K
Y04658,R1K
Y02629,R1K
Y06206,R1K
Y00205,R1K
A99925,R1K
Y01752,R1K
Y03901,R1K
Y05466,R1L
Y05465,R1L
Y04625,R1L
Y05464,R1L
Y05407,R1L
Y05467,R1L
Y01841,RA9
Y03274,RA9
Y02387,RA9
A99983,RA9
Y03765,RA9
Y04860,RAJ
Y04861,RAJ
Y04864,RAJ
Y04862,RAJ
Y04863,RAJ
Y04858,RAJ
Y04868,RAJ
Y04865,RAJ
Y04866,RAJ
Y00493,RBL
Y03771,RBZ
Y03982,RCB
Y03983,RCB
Y04007,RCB
Y04400,RCB
Y05290,RCB
Y04019,RCB
Y04016,RCB
Y03973,RCD
Y00783,RCD
Y03976,RCD
Y03970,RCD
Y03977,RCD
Y03978,RCD
Y00754,RCD
Y00755,RCD
Y05303,RCD
Y03974,RCD
Y03371,RCD
Y05997,RCD
Y05967,RCD
Y05968,RCD
Y03968,RCD
B82638,RCD
Y05302,RCD
Y05304,RCD
A99951,RCD
Y00217,RCD
Y03972,RCD
Y05397,RCE
Y05398,RCE
Y05483,RCF
Y04350,RCF
Y04346,RCF
Y04351,RCF
Y04378,RCF
Y04347,RCF
Y04348,RCF
Y04349,RCF
Y04393,RCF
Y05484,RCF
Y04392,RCF
Y04394,RCF
Y04391,RCF
Y04352,RCF
Y05444,RCU
A99965,RDD
Y04993,RDD
Y04774,RDR
Y04102,RDR
Y05278,RDR
Y03955,RFR
A99942,RFS
Y06348,RFS
Y06108,RGP
Y06145,RGP
Y05894,RGQ
Y05893,RGQ
Y05900,RGQ
Y05897,RGQ
Y05909,RGQ
Y05198,RGQ
Y05399,RGQ
Y05263,RGQ
Y05265,RGQ
Y05319,RGQ
Y05907,RGQ
Y05321,RGQ
Y05895,RGQ
Y05896,RGQ
Y05978,RGQ
Y05952,RGQ
Y05713,RGQ
Y05898,RGQ
Y05264,RGQ
Y05908,RGQ
Y05979,RGQ
Y05899,RGQ
Y05610,RGQ
Y05182,RGR
Y05335,RGR
Y05334,RGR
Y06038,RGR
Y05183,RGR
Y00697,RGR
Y03924,RGR
Y03527,RGR
Y04802,RH5
Y05559,RH5
Y05556,RH5
Y05662,RH5
Y03744,RH5
A99952,RH8
Y05564,RH8
Y01696,RHA
Y00814,RHA
Y05923,RHA
Y05998,RHA
Y05672,RHA
Y05232,RHA
Y05105,RJ1
Y01691,RJ1
Y01692,RJ1
Y03670,RJ1
Y05020,RJ1
Y02408,RJ1
Y06408,RJ1
Y05249,RJ1
Y04466,RJ1
Y05932,RJ1
Y01033,RJ1
Y03492,RJ1
Y06292,RJ1
Y03493,RJ1
Y04140,RJ1
Y04794,RJ1
Y05000,RJ1
Y05358,RJ1
Y03796,RJ1
Y05243,RJ1
Y05244,RJ1
Y03768,RJ2
Y03766,RJ2
Y03769,RJ2
A99969,RJ2
Y03767,RJ2
Y05035,RJ7
Y05038,RJ7
Y05033,RJ7
Y05041,RJ7
Y05042,RJ7
Y05044,RJ7
Y05045,RJ7
Y05047,RJ7
Y05052,RJ7
Y05051,RJ7
Y05056,RJ7
Y05043,RJ7
Y05194,RJ7
Y05034,RJ7
Y05055,RJ7
Y05039,RJ7
Y05689,RJ7
A99982,RJ7
Y05050,RJ7
Y05036,RJ7
Y03915,RJ7
Y00952,RJ7
Y05054,RJ7
Y05037,RJ7
Y05046,RJ7
Y05049,RJ7
Y05048,RJ7
Y05053,RJ7
Y05040,RJ7
Y05195,RJ7
Y05725,RJ8
Y03844,RJ8
Y03845,RJ8
Y03849,RJ8
Y03850,RJ8
Y03851,RJ8
Y03853,RJ8
Y03855,RJ8
Y03857,RJ8
Y03859,RJ8
Y03861,RJ8
Y03864,RJ8
Y03865,RJ8
Y03868,RJ8
Y06118,RJ8
Y06035,RJ8
Y03860,RJ8
Y03867,RJ8
Y03858,RJ8
Y03943,RJ8
Y04804,RJ8
Y03846,RJ8
Y05647,RJ8
Y04129,RJ8
Y04124,RJ8
Y03843,RJ8
Y03840,RJ8
Y03841,RJ8
Y03866,RJ8
Y03848,RJ8
Y03847,RJ8
Y03854,RJ8
Y03856,RJ8
Y03852,RJ8
Y04197,RJ8
Y04048,RJC
Y05218,RJN
Y06508,RKL
Y06367,RKL
Y01169,RKL
Y04552,RKL
Y06365,RKL
Y06366,RKL
Y00535,RKL
Y03900,RKL
Y04776,RL4
Y04805,RL4
Y04845,RL4
Y04907,RL4
Y05220,RL4
Y04859,RL4
Y04869,RL4
Y05082,RL4
Y05640,RL4
Y04775,RL4
Y04966,RL4
Y05344,RL4
Y06376,RL4
A99985,RL4
Y06421,RL4
Y04953,RL4
Y04948,RL4
Y04978,RL4
Y04777,RL4
Y04946,RL4
Y05219,RL4
Y04780,RL4
Y04781,RL4
Y04867,RL4
Y05341,RL4
Y05229,RL4
Y06428,RL4
Y06296,RL4
Y06341,RL4
Y04857,RL4
Y06290,RL4
Y05083,RL4
Y04784,RL4
Y04785,RL4
Y06094,RL4
Y04779,RL4
Y06358,RL4
Y04778,RL4
Y04782,RL4
Y04783,RL4
Y04077,RLQ
Y06529,RLY
Y06501,RLY
Y05359,RLY
Y05211,RLY
Y05386,RLY
Y05415,RLY
Y05427,RLY
Y05348,RLY
Y02670,RLY
Y03560,RLY
Y05297,RLY
Y05426,RLY
Y05347,RLY
Y05266,RLY
Y05929,RLY
Y05360,RLY
Y05390,RLY
Y04516,RM1
A99984,RM1
Y04571,RM3
Y04078,RMC
A99978,RMC
Y05922,RMC
Y06318,RMC
Y05511,RMC
Y04486,RMY
Y03922,RN3
Y03923,RN3
Y03016,RNA
Y03938,RNA
Y05451,RNA
Y05628,RNA
Y05259,RNA
Y05003,RNA
Y02528,RNA
M87640,RNA
Y04697,RNA
Y03950,RNN
Y00658,RNU
Y03745,RNU
Y03740,RPG
A99918,RPG
A99916,RPG
A99917,RPG
Y03741,RPG
Y05389,RQ3
Y04217,RQ4
Y06469,RQ6
Y06530,RQ6
Y06531,RQ6
Y06452,RQ6
A99943,RQ6
Y06447,RQ6
Y06448,RQ6
Y06449,RQ6
Y04195,RQX
A99979,RQX
Y04497,RRE
Y04909,RRE
Y02103,RRE
Y05287,RRE
Y05403,RRE
Y03886,RRE
Y05288,RRE
Y05289,RRE
Y05542,RRE
Y05852,RRE
Y05977,RRE
Y03887,RRE
Y05558,RRE
Y03939,RRE
Y02927,RRE
Y02104,RRE
Y05624,RRE
Y04935,RRE
Y04936,RRE
Y00988,RRF
Y06481,RRF
Y04365,RRF
Y06166,RRF
Y05613,RRF
Y05614,RRF
Y05612,RRF
Y01723,RRF
Y01724,RRF
Y01725,RRF
Y06446,RRF
Y06455,RRF
Y00675,RRF
Y06138,RRF
Y06134,RRF
Y04817,RRF
Y06291,RRU
Y05005,RRV
Y05103,RRV
A99938,RRV
Y03287,RTD
Y01195,RTF
Y01863,RTF
A99924,RTF
Y00364,RTF
Y04022,RTG
A99977,RTG
Y06271,RTK
Y06518,RTQ
Y05589,RTQ
Y04515,RTQ
Y05598,RTQ
Y05600,RTQ
Y05574,RTQ
Y05578,RTQ
Y05580,RTQ
Y05587,RTQ
Y05601,RTQ
Y05583,RTQ
Y05584,RTQ
Y05586,RTQ
Y05579,RTQ
Y05582,RTQ
Y05597,RTQ
Y05591,RTQ
Y05588,RTQ
Y05577,RTQ
Y05592,RTQ
Y05571,RTQ
Y05573,RTQ
Y06519,RTQ
Y05585,RTQ
Y05576,RTQ
Y05593,RTQ
Y05594,RTQ
Y04629,RTQ
Y05599,RTQ
Y05606,RTQ
Y05575,RTQ
Y05572,RTQ
Y05602,RTQ
Y05581,RTQ
Y05590,RTQ
Y03408,RTR
Y03941,RTR
Y06484,RTR
Y06485,RTR
Y04494,RTR
Y02793,RTR
Y02792,RTR
Y04329,RTR
Y04421,RTR
Y03940,RTR
Y06434,RTR
Y03089,RTR
Y04330,RTR
Y03953,RTR
Y05721,RTV
Y05352,RTV
Y05791,RTV
Y05774,RTV
Y05340,RTV
Y05494,RTV
Y06037,RTV
Y06049,RTV
Y05862,RTV
Y05685,RTV
Y05778,RTV
Y05780,RTV
Y05775,RTV
Y05420,RTV
Y06423,RTV
Y05787,RTV
Y05170,RTV
Y05779,RTV
Y06284,RTV
Y06285,RTV
Y06286,RTV
Y05931,RTV
Y05692,RTV
Y04982,RTV
Y06112,RTV
Y05872,RTV
Y05683,RTV
A99987,RTV
Y05659,RTV
Y04937,RTV
Y05930,RTV
Y05781,RTV
Y05773,RTV
Y05294,RTV
Y06030,RTX
A99963,RTX
Y04406,RV3
Y06072,RV9
Y06539,RV9
Y06569,RV9
Y06381,RV9
Y06397,RV9
Y05342,RV9
Y05377,RV9
Y05379,RV9
Y04404,RVR
Y04847,RVR
Y03933,RVW
Y03930,RVW
Y05796,RVW
Y05797,RVW
Y03927,RVW
Y03934,RVW
Y03928,RVW
Y04599,RVW
Y03931,RVW
Y04414,RVW
A99940,RVW
Y03929,RVW
Y06116,RVW
Y03932,RVW
Y06515,RW1
Y06516,RW1
Y06514,RW1
Y04563,RW1
Y05541,RW4
A99988,RW4
Y00043,RW5
Y05393,RW6
Y06322,RW6
Y06325,RW6
A99932,RW6
Y05429,RW6
Y05442,RW6
Y05362,RWE
A99927,RWE
Y05227,RWE
Y04092,RWK
Y05835,RWK
Y05832,RWK
Y04093,RWK
Y04091,RWK
Y06503,RWW
Y04915,RWX
Y05084,RWX
Y03704,RWX
Y05002,RWX
Y06122,RWX
Y04608,RWX
Y05888,RWX
Y00623,RWX
Y05296,RWX
Y04989,RWX
Y03706,RWX
Y03705,RWX
Y04226,RWX
Y04227,RWX
Y04228,RWX
Y03707,RWX
Y05262,RWX
Y01310,RX4
A99989,RX4
Y01120,RX4
Y05633,RX6
Y05634,RX6
Y05635,RX6
Y05636,RX6
Y05631,RX6
Y05630,RX6
Y05638,RX6
Y05639,RX6
Y05637,RX6
Y05632,RX6
Y00327,RXA
N81649,RXA
Y03517,RXA
Y04109,RXA
Y04094,RXC
Y04096,RXC
Y04095,RXC
Y04097,RXC
Y06465,RXE
Y06466,RXE
Y06467,RXE
Y06468,RXE
Y06522,RXE
Y06524,RXE
Y06399,RXE
Y06414,RXE
Y06401,RXE
Y06402,RXE
Y06403,RXE
Y06404,RXE
Y06400,RXE
Y06415,RXE
Y06430,RXE
Y01709,RXE
Y06396,RXE
Y06106,RXE
Y05382,RXG
Y03812,RXG
A99958,RXH
Y04941,RXH
Y05106,RXK
A99933,RXK
Y04904,RXK
A99961,RXL
Y04035,RXM
Y00926,RXM
Y05299,RXM
C81678,RXM
Y04611,RXM
Y04613,RXM
Y06248,RXM
Y06316,RXM
C81679,RXM
Y04170,RXQ
Y02005,RXX
Y05374,RY2
Y05261,RY2
Y04990,RY2
Y05015,RY2
N81654,RY2
N81653,RY2
Y01722,RY2
Y01112,RY2
Y02223,RY2
Y00489,RY2
P92654,RY2
Y00868,RY2
Y05014,RY2
Y05726,RY3
Y06382,RY3
Y06385,RY3
Y06386,RY3
Y06387,RY3
Y06384,RY3
Y04670,RY3
Y04049,RY3
D82643,RY3
Y02139,RY3
Y04575,RY3
Y06383,RY3
Y06527,RY4
Y04874,RY4
Y02029,RY4
Y01802,RY4
Y05842,RY4
Y05165,RY4
Y05146,RY4
Y01801,RY4
Y05166,RY4
Y03497,RY4
Y05877,RY4
Y06328,RY4
Y05905,RY4
Y03039,RY4
Y05874,RY4
Y04967,RY4
Y06559,RY5
Y06560,RY5
Y05515,RY5
Y05870,RY5
Y00401,RY5
Y00753,RY5
Y00752,RY5
Y06406,RY5
Y05871,RY5
Y03160,RY5
Y05764,RY5
Y05940,RY5
Y06463,RY5
Y04334,RY5
Y00534,RY5
Y01106,RY5
Y02333,RY6
Y02339,RY6
Y04377,RY6
Y01141,RY6
Y00346,RY6
Y04522,RY6
Y04567,RY6
Y00840,RY6
Y06102,RY6
Y03624,RY6
Y00556,RY6
B86681,RY6
Y03444,RY6
Y04706,RY6
Y06098,RY6
Y00836,RY6
Y02041,RY6
Y05999,RY6
Y04482,RY6
Y00839,RY6
Y00833,RY6
Y00835,RY6
Y05793,RY6
Y05623,RY6
Y03611,RY6
B86684,RY6
Y04930,RY7
Y04344,RY7
N85645,RY7
Y04475,RY7
Y05209,RY7
Y04343,RY7
N85638,RY7
N85647,RY7
Y04345,RY7
Y03836,RY7
Y04397,RY7
Y04488,RY7
N85639,RY7
Y05381,RY7
Y04268,RY8
Y04269,RY8
Y04270,RY8
Y05915,RY8
Y04271,RY8
Y05204,RY8
Y04190,RY8
Y04191,RY8
Y04189,RY8
Y04192,RY8
Y04272,RY8
Y05910,RY8
Y05156,RYA
Y06426,RYF
Y04628,RYF
Y05277,RYF
Y04457,RYG
Y02228,RYG
Y02240,RYG
Y02256,RYG
Y02406,RYG
Y03421,RYG
Y00992,RYG
Y00997,RYG
Y01130,RYG
Y03066,RYG
Y04924,RYG
Y06542,RYG
Y02253,RYG
Y02232,RYG
Y02233,RYG
Y02234,RYG
Y02235,RYG
Y03302,RYG
Y03306,RYG
M86639,RYG
Y01168,RYG
Y03911,RYG
Y03913,RYG
Y04546,RYG
Y04716,RYG
Y03353,RYG
Y05139,RYG
Y05269,RYG
Y05361,RYG
Y05491,RYG
Y04893,RYG
Y05786,RYG
Y03397,RYG
Y00417,RYG
Y03912,RYG
Y00510,RYG
Y02247,RYG
Y02318,RYG
Y02407,RYG
Y04136,RYG
Y00511,RYG
Y02236,RYG
Y02251,RYG
Y02695,RYG
Y03067,RYG
Y03557,RYG
Y04698,RYG
Y02241,RYG
Y02252,RYG
Y02243,RYG
Y00993,RYG
Y04526,RYG
Y02248,RYG
Y02249,RYG
Y02250,RYG
Y02245,RYG
Y00418,RYG
Y01667,RYG
Y02242,RYG
Y03138,RYG
Y02405,RYG
Y03398,RYG
Y03055,RYG
Y03057,RYG
Y03056,RYG
Y03558,RYG
Y04987,RYG
Y04807,RYG
Y03369,RYG
Y04808,RYG
Y02237,RYG
Y03914,RYG
Y00767,RYG
Y02781,RYG
Y00419,RYG
Y04699,RYG
Y03159,RYG
Y03206,RYG
Y05213,RYG
Y03110,RYG
Y05446,RYJ
Y05447,RYJ
Y05325,RYJ
Y05328,RYJ
A99937,RYJ
Y05326,RYJ
Y05378,RYJ
Y05394,RYJ
Y06533,RYK
Y06566,RYK
Y06082,RYK
Y05914,RYK
Y05856,RYK
Y04656,RYW
Y03942,RYW
Y05789,RYW
Y04376,RYW
Y04441,RYW
Y04928,RYW
Y06146,RYW
Y04221,RYW
Y05724,RYW
Y04249,RYW
Y06553,RYX
Y06554,RYX
Y06555,RYX
Y05615,RYX
Y05849,RYX
Y06283,RYX
Y05301,RYX
Y04981,RYX
Y05858,RYX
Y04795,RYX
Y06313,RYX
Y06526,RYY
Y04493,RYY
Y03728,RYY
Y06187,RYY
Y03725,RYY
Y03727,RYY
Y03731,RYY
Y03732,RYY
Y05666,RYY
Y03729,RYY
Y03730,RYY
Y03726,RYY
W94627,
W94628,
GUE649,
W97066,
W00069,
W00093,
W93642,
W91001,
W94615,
W94042,
W94605,
W96014,
W95607,
GUE603,
GUE605,
GUE646,
W95610,
W98602,
JER791,
JER792,
JER999,
JER606,
JER764,
W97037,
W97615,
W91699,
W91008,
W98029,
W91052,
W97022,
JER001,
W91605,
W98038,
W97049,
W97030,
W97054,
W00025,
W00028,
W00033,
W00037,
W00038,
W00035,
W00087,
W00078,
W00091,
W00095,
W00146,
ALD701,
ALD702,
W91635,
W91638,
W91639,
W91640,
W92010,
W93073,
W93122,
W93041,
W92026,
W93119,
W91618,
W93608,
W00132,
JER200,
JER600,
JER111,
W92054,
W92436,
W92610,
W95028,
GUE644,
JER769,
JER771,
JER770,
JER780,
JER784,
JER796,
W95646,
W91062,
W98619,
JER003,
GUE657,
W00002,
W00027,
Y05841,
W95066,
W95618,
W97625,
GUE655,
W97622,
W97624,
W95642,
W95641,
W95629,
W95635,
JER768,
JER762,
W95638,
W95002,
W93071,
W93620,
W93633,
W93638,
W93699,
Y03373,
W95082,
W95643,
W92060,
W00055,
W93609,
W93631,
W93611,
W00099,
W95751,
W94699,
GUE618,
W93621,
GUE992,
GUE991,
JER763,
W95628,
W95045,
JER765,
GUE631,
JER008,
JER016,
JER004,
JER605,
JER752,
JER772,
JER020,
JER613,
JER615,
JER011,
JER608,
JER747,
JER610,
JER760,
JER761,
JER103,
JER794,
W94629,
W94012,
W91041,
W00128,
GUE625,
GUE627,
GUE630,
GUE634,
W93050,
W93117,
W95292,
W95626,
W95127,
W95084,
W95052,
W95053,
W95083,
GUE638,
GUE639,
GUE641,
W95015,
W95039,
JER788,
GUE601,
GUE610,
GUE617,
W92045,
GUE623,
GUE624,
W92029,
W92030,
W97004,
W98009,
GUE637,
GUE636,
GUE616,
GUE659,
GUE645,
GUE647,
GUE658,
GUE648,
GUE990,
GUE651,
GUE652,
GUE653,
JER783,
GUE656,
W98051,
W95699,
W98052,
W98058,
W98609,
W98786,
W98626,
GUE654,
W98789,
W91050,
W97050,
GUE994,
GUE602,
GUE997,
ALD700,
W97614,
W98018,
JER776,
JER767,
GUE620,
JER751,
W92441,
W93066,
W94618,
W94621,
W94636,
W93628,
W93629,
W95006,
W92615,
W95021,
W95022,
W92699,
JER779,
JER781,
GUE600,
W91634,
W93016,
W95069,
W95089,
W00101,
JER007,
JER602,
JER753,
JER755,
JER756,
JER757,
JER754,
JER758,
W93008,
W93017,
W97051,
W92012,
W92614,
W00026,
W00090,
W95048,
Y02607,00C
Y00017,00D
Y01014,00D
Y02614,00D
Y04430,00D
Y05419,00D
Y00943,00D
A83638,00D
Y05411,00D
Y01792,00D
Y03525,00D
A83068,00D
Y03952,00D
A81003,00K
Y02597,00K
Y00527,00K
Y02501,00K
A81609,00K
Y00036,00K
Y02496,00K
A81623,00K
A81613,00K
A84021,00L
A84613,00L
Y01928,00L
A84048,00L
A84618,00L
Y02884,00M
Y02880,00M
Y02673,00M
Y02664,00M
A81069,00M
Y02499,00M
A81605,00M
A81015,00M
A81033,00M
A81047,00M
Y02483,00M
Y00330,00M
A81008,00M
Y02999,00N
A88614,00N
Y00915,00N
A88024,00N
A88011,00N
A88020,00N
A88611,00N
A89611,00P
A89014,00P
A89625,00P
A89610,00P
Y03329,00P
Y05133,00P
A89620,00P
Y02647,00P
Y04462,00P
Y00771,00P
A89612,00P
A89029,00P
A89038,00P
A89003,00P
Y05677,00P
Y05670,00P
A89042,00P
A89621,00P
A89618,00P
A89624,00P
P81607,00Q
Y02152,00Q
P81717,00Q
Y03362,00Q
P81643,00Q
P81712,00Q
P81109,00Q
P81684,00R
P81754,00R
P81629,00R
P81722,00R
P81760,00R
P82657,00T
Y03364,00T
Y02134,00T
Y03006,00V
P83026,00V
P83030,00V
Y02358,00V
Y02660,00V
Y00825,00X
P81733,00X
P81746,00X
Y02019,00Y
Y03722,00Y
P85029,00Y
Y01634,00Y
P85603,00Y
P81641,01A
P81104,01A
P81215,01A
P81779,01A
P81634,01A
P81028,01A
P81797,01A
P81677,01A
Y04200,01C
Y02016,01C
Y00326,01C
Y00498,01D
Y01004,01D
Y01005,01D
Y03200,01D
P86605,01D
Y03494,01D
Y04955,01D
Y01967,01D
Y01079,01D
Y01881,01D
Y01783,01D
Y02394,01D
Y00532,01D
Y02719,01D
Y03583,01D
P86622,01D
Y01031,01E
P81163,01E
P81763,01E
P81705,01E
P81176,01E
P81667,01E
P81691,01E
P81700,01E
Y01077,01F
Y02512,01F
Y05421,01F
Y02976,01F
N81618,01F
N81625,01F
P87632,01G
P87629,01G
P87641,01G
P87637,01G
Y01640,01G
P87665,01G
P87668,01G
Y03628,01G
A82057,01H
A82635,01H
A82641,01H
A82040,01H
A82642,01H
A82017,01H
A82052,01H
A82063,01H
Y02516,01J
N83640,01J
N83057,01J
N83056,01J
Y02508,01J
Y02507,01J
N83612,01J
Y02515,01J
N83611,01J
P81153,01K
Y02866,01K
Y03164,01K
P81064,01K
P81624,01K
P81056,01K
A82074,01K
A82619,01K
P81190,01K
Y00715,01K
Y01898,01K
A82011,01K
P81011,01K
P81091,01K
P81085,01K
Y03562,01K
Y01861,01K
Y00966,01M
Y00491,01M
N81015,01R
N84622,01T
N84616,01T
N84009,01T
Y03368,01T
Y01038,01V
Y05375,01V
N84032,01V
N84036,01V
P88001,01W
Y02828,01W
P88010,01W
P88618,01W
P88620,01W
P88628,01W
P88633,01W
P88604,01W
P88033,01W
P88028,01W
Y00334,01W
P88004,01W
Y00413,01X
Y04342,01X
Y03621,01X
Y04892,01X
Y02511,01X
Y04341,01X
Y00596,01X
Y04897,01X
N83636,01X
N83016,01X
P89027,01Y
P89019,01Y
P89616,01Y
P89033,01Y
P91027,02A
P91025,02A
P91630,02A
P91030,02A
P91605,02A
Y02870,02D
Y03518,02D
Y04927,02E
Y03758,02E
N81634,02E
N81126,02F
N81104,02F
Y02822,02F
N81017,02F
Y01619,02G
P81121,02G
P81772,02G
P81764,02G
Y05087,02H
Y03411,02H
P92606,02H
P92632,02H
Y05086,02H
P92643,02H
Y03162,02M
P81762,02M
P81745,02M
B82099,02N
Y02899,02N
Y04660,02P
C85624,02P
Y02644,02P
C85012,02P
Y02815,02P
Y02850,02P
C85015,02P
C85627,02P
C85617,02P
C85609,02P
C84143,02Q
Y02833,02Q
C84052,02Q
C84700,02Q
B83044,02R
B83698,02R
Y00099,02R
B83071,02R
B83050,02R
Y00097,02R
B83631,02R
B83668,02R
B85656,02T
Y00764,02T
B84614,02T
B83664,02W
B83069,02W
B83070,02W
Y05548,02W
B83700,02W
B83613,02W
Y02635,02X
C86612,02X
C86014,02X
C86030,02X
B81679,02Y
B81121,02Y
B81044,02Y
B81120,02Y
B81084,02Y
B81622,02Y
B85628,03A
B85644,03A
B85625,03A
B85011,03A
B82627,03E
B82076,03E
B81690,03F
Y01232,03F
Y01200,03F
B81692,03F
B81674,03F
Y03409,03F
Y01170,03F
Y00955,03F
Y02748,03F
B81094,03F
Y04420,03F
B81685,03F
Y02896,03F
Y02786,03F
B81634,03F
B81081,03F
B81683,03F
B81682,03F
B81072,03F
Y01171,03F
B81057,03F
B81089,03F
B81644,03F
B81671,03H
B81689,03H
Y04686,03H
B81693,03H
Y02124,03H
B81019,03H
Y00452,03H
Y00986,03H
Y04624,03J
Y01851,03J
Y02529,03J
B85629,03J
B85621,03J
B81686,03K
B81098,03K
Y01049,03L
C87023,03L
C87617,03L
C87019,03L
C87610,03L
C87609,03L
Y02616,03L
C87612,03L
C87611,03L
B82611,03M
Y00782,03M
B82001,03M
B82056,03M
B82058,03M
C88626,03N
C88638,03N
C88075,03N
Y02566,03N
C88057,03N
C88662,03N
C88013,03N
C88653,03N
C88061,03N
Y04887,03N
B82629,03Q
B82082,03Q
B82043,03Q
B82003,03Q
B82055,03Q
B82006,03Q
B82639,03Q
B82048,03Q
B82095,03Q
B82051,03Q
B87029,03R
Y01035,03R
Y02706,03R
Y03128,03T
C83021,03T
C83006,03T
C83605,03T
Y02725,03W
C82641,03W
C82108,03W
C82625,04C
Y02365,04C
Y02201,04C
Y02202,04C
C82085,04C
Y02305,04C
Y02500,04C
Y00280,04C
Y04111,04C
C82023,04C
C82058,04C
C82065,04C
Y00247,04C
C82081,04C
C82015,04C
C83633,04D
C83644,04D
Y04943,04D
Y04944,04D
Y05008,04D
C83016,04D
Y03129,04D
Y04945,04D
C83656,04D
C83615,04D
C83642,04D
C83652,04D
C83655,04D
C83081,04D
C84121,04E
Y02977,04E
C84675,04E
Y03485,04E
Y05159,04E
C84718,04E
Y04827,04E
Y02181,04E
K82616,04F
Y03388,04G
K83004,04G
K83619,04G
K83074,04G
Y05669,04G
K83058,04G
C84678,04H
C84648,04H
C84633,04K
Y02846,04K
C84635,04K
C84636,04K
C84672,04K
C84702,04K
Y03180,04K
Y03131,04K
Y04800,04K
C84145,04K
Y03363,04K
C84632,04K
C84674,04K
C84706,04K
Y04480,04L
C84125,04L
Y01070,04L
C84612,04L
Y00294,04L
Y04829,04L
Y02938,04M
Y01095,04M
Y01798,04M
Y02448,04M
C84002,04M
C84666,04N
C84149,04N
C84146,04N
C84082,04N
C83628,04Q
C82106,04V
C82655,04V
M83639,04Y
M83613,04Y
M83080,04Y
M83662,04Y
Y03426,04Y
M86607,05A
M84068,05A
Y02784,05A
M86621,05A
Y02613,05A
M86604,05A
M86629,05A
M86043,05A
Y02612,05A
Y02857,05A
M86011,05A
M86022,05A
M86026,05A
M86630,05A
M87606,05C
M87002,05C
M87032,05C
Y05653,05C
Y02955,05C
M87634,05C
M87614,05C
M87629,05C
Y02737,05C
M87619,05C
Y01117,05C
Y03496,05D
M83726,05D
M81013,05F
M81014,05F
M81080,05F
M81023,05F
Y03430,05G
M83019,05G
M83737,05G
Y04440,05G
M84057,05H
M84045,05H
M84048,05H
M84027,05H
Y02640,05H
M84624,05H
Y00458,05J
Y01201,05J
Y04449,05L
Y02537,05L
M85010,05L
Y00213,05L
Y02542,05L
