practice,Other,Venlafaxine,Mirtazapine,Duloxetine,MAOi,Isocarboxazid,Iproniazid,Tranylcypromine,Moclobemide,Phenelzine,Citalopram,Fluoxetine,Fluvoxamine,Sertraline,Escitalopram,Paroxetine,Tricyclics,Trimipramine,Dosulepin,Amitriptyline,Trazodone,Lofepramine,Maprotiline,Mianserin,total_items,total_cost
D81028,820,192,559,55,16,0,0,0,0,16,642,173,0,497,31,30,742,4,58,584,12,14,0,0,2951,9618.4723500000018
D81029,938,364,457,111,0,0,0,0,0,0,831,234,0,861,19,47,937,0,69,786,37,6,0,0,3867,7261.3225799999991
D81030,640,266,324,44,3,0,0,0,0,3,1021,218,0,678,27,58,984,0,30,844,30,4,0,0,3629,7313.7201300000006
D81031,842,492,261,89,0,0,0,0,0,0,1680,267,0,1403,102,62,1468,0,59,1270,38,2,0,0,5824,10064.75653
D81033,335,89,225,12,5,0,0,0,5,0,288,102,6,401,6,13,499,0,6,384,88,4,0,0,1655,2952.3783699999994
D81034,1395,457,816,104,0,0,0,0,0,0,1409,305,2,1289,66,172,1448,0,66,1270,41,13,0,0,6086,10570.34837
D81035,551,228,274,48,0,0,0,0,0,0,500,252,0,916,128,41,654,0,29,549,40,4,0,0,3042,5949.77203
D81036,357,100,243,14,0,0,0,0,0,0,466,185,0,487,18,24,543,0,27,433,15,10,0,0,2080,3470.4893200000006
D81037,270,85,157,26,2,0,0,0,0,2,216,106,0,249,37,9,149,0,12,123,9,0,0,0,1038,2719.8967799999991
D81038,226,87,122,16,0,0,0,0,0,0,598,146,0,438,17,28,638,0,17,598,14,0,0,0,2091,3262.6083200000003
D81040,109,21,70,17,3,0,0,0,3,0,398,73,0,127,3,15,263,0,13,247,2,0,0,0,991,1738.0966799999999
D81041,363,118,213,30,7,0,0,0,3,4,458,72,0,408,14,38,454,0,18,413,8,5,0,0,1814,3822.18181
D81042,646,259,372,15,0,0,0,0,0,0,442,163,0,739,31,41,491,0,7,415,21,2,0,0,2553,4519.80482
D81043,2738,971,1533,225,10,0,0,0,5,5,3134,1137,6,2777,124,366,3703,22,172,3153,134,21,0,0,13995,32174.106949999998
D81044,1282,364,802,103,3,0,0,0,0,3,759,250,0,1146,27,70,967,0,54,818,38,14,0,0,4504,10071.881440000001
D81045,339,144,167,24,0,0,0,0,0,0,413,162,0,691,15,33,864,8,6,804,0,9,0,0,2517,6947.29937
D81046,1002,480,393,119,3,0,0,0,0,3,1819,610,4,1432,36,68,1674,1,65,1494,9,3,0,0,6648,12692.961039999998
D81047,451,230,162,56,0,0,0,0,0,0,460,147,0,461,195,65,593,12,24,495,40,3,0,0,2372,4441.7979399999995
D81049,659,248,340,71,0,0,0,0,0,0,822,404,0,868,69,65,1021,0,39,899,21,30,0,0,3908,7869.7845800000005
D81050,856,413,390,47,0,0,0,0,0,0,1284,357,0,1232,13,109,1441,0,40,1358,7,9,0,0,5292,9645.58561
D81051,620,257,323,35,3,0,0,0,3,0,795,174,0,750,24,67,843,6,14,750,24,10,0,0,3276,7244.5393699999995
D81052,647,173,403,64,3,0,0,0,3,0,770,363,6,692,19,75,1027,5,14,902,9,15,0,0,3602,10212.35073
D81054,585,199,266,114,4,0,0,4,0,0,623,145,0,665,32,22,519,0,3,438,19,2,0,0,2595,9985.2703200000014
D81055,594,134,419,37,0,0,0,0,0,0,613,79,0,452,19,50,558,0,10,499,15,5,0,0,2365,4353.83299
D81056,304,138,146,20,14,0,0,0,14,0,303,85,0,239,29,19,320,0,2,256,10,0,0,0,1313,4493.7316
D81057,883,280,501,94,3,0,0,0,0,3,1245,380,0,923,41,44,1188,0,23,1039,29,21,0,0,4707,8947.5517
D81058,336,125,185,19,14,0,0,0,0,14,390,195,0,443,41,43,555,0,36,484,3,8,0,0,2017,3892.74697
D81059,717,279,347,67,0,0,0,0,0,0,767,298,0,678,11,76,1061,0,50,947,17,3,0,0,3608,7041.2578399999984
D81060,495,197,187,108,0,0,0,0,0,0,826,247,0,601,16,60,780,0,53,703,5,5,0,0,3025,5655.93563
D81061,758,202,434,81,3,0,0,0,3,0,1085,499,4,1211,38,46,1263,0,45,1078,69,13,0,0,4907,9027.8754
D81062,367,138,183,24,4,0,0,0,4,0,800,161,0,688,21,15,680,0,31,583,18,6,0,0,2736,6785.6132199999993
D81064,322,80,206,33,0,0,0,0,0,0,644,162,0,422,12,16,553,0,5,513,5,7,0,0,2131,4792.43568
D81065,148,38,99,9,0,0,0,0,0,0,253,87,0,283,0,8,376,0,10,348,0,4,0,0,1155,2306.81903
D81066,353,80,267,6,2,0,0,0,2,0,362,134,5,443,45,43,464,0,22,369,4,6,0,0,1851,5148.64445
D81070,388,175,170,38,2,0,0,0,0,2,313,162,1,395,40,26,324,0,2,264,16,3,0,0,1651,4501.9163999999992
D81073,326,83,192,48,0,0,0,0,0,0,375,140,0,320,7,38,479,1,12,417,5,2,0,0,1685,3390.6921700000003
D81078,86,37,37,12,0,0,0,0,0,0,178,48,0,133,10,7,216,0,7,189,4,3,0,0,678,1615.99608
D81081,208,59,120,27,0,0,0,0,0,0,234,79,0,146,2,19,294,0,25,252,8,0,0,0,982,1783.46315
D81082,349,144,126,27,0,0,0,0,0,0,425,206,4,338,21,18,511,0,10,452,19,21,0,0,1872,4903.75755
D81084,326,118,161,41,4,0,0,0,0,4,667,237,0,591,44,43,909,0,16,805,19,5,0,0,2821,4910.52801
D81085,540,305,176,50,0,0,0,0,0,0,410,163,0,803,50,54,824,0,44,755,0,3,0,0,2844,5180.5705499999995
D81086,661,199,397,48,0,0,0,0,0,0,440,278,0,509,22,37,606,0,26,493,19,8,0,0,2553,5806.4868699999988
D81602,162,37,105,19,12,0,0,0,0,12,203,60,0,148,19,7,201,0,10,165,21,1,0,0,812,1575.01812
D81603,628,149,402,68,4,0,0,0,3,1,706,208,0,843,22,93,897,0,33,755,32,5,0,0,3401,5562.66553
D81606,480,163,255,62,0,0,0,0,0,0,1109,265,0,715,25,99,923,0,36,821,10,9,0,0,3616,6078.84482
D81607,235,84,135,16,3,0,0,0,3,0,221,63,0,208,14,5,319,0,15,271,0,0,0,0,1068,2104.24348
D81611,1040,495,478,59,3,0,0,0,3,0,1188,722,1,1059,37,97,1563,0,54,1461,10,4,0,0,5710,9543.02581
D81612,269,59,179,31,0,0,0,0,0,0,265,103,0,252,28,38,327,0,49,245,10,0,0,0,1282,2101.8951799999995
D81615,261,120,123,18,0,0,0,0,0,0,531,171,0,447,26,19,400,3,31,325,3,0,0,0,1855,6537.99163
D81618,167,49,101,17,0,0,0,0,0,0,293,158,2,339,5,51,373,0,0,355,3,0,0,0,1388,2389.5777400000006
D81622,739,182,451,102,7,0,0,0,7,0,668,350,0,1125,25,46,876,0,13,775,4,16,0,0,3836,6279.3311699999995
D81623,209,37,159,13,0,0,0,0,0,0,341,74,8,290,2,29,454,2,7,426,3,0,0,0,1407,2653.18326
D81624,327,81,221,14,0,0,0,0,0,0,276,115,0,232,4,8,376,0,14,348,4,0,0,0,1338,2161.7783799999997
D81625,816,234,496,64,0,0,0,0,0,0,649,125,0,913,33,85,916,0,40,827,28,0,0,0,3537,5033.2397200000005
D81629,348,106,219,20,6,0,0,0,4,2,472,146,0,539,0,33,554,0,17,490,36,0,0,0,2098,3119.38
D81630,531,214,284,33,0,0,0,0,0,0,691,226,0,722,17,21,485,0,13,439,7,0,0,0,2693,4480.5912899999994
D81631,439,195,202,42,0,0,0,0,0,0,406,119,0,301,2,26,513,0,2,463,12,0,0,0,1806,2794.92371
D81633,558,185,307,66,0,0,0,0,0,0,766,296,1,1003,12,15,1197,0,21,1063,49,6,0,0,3848,5771.32231
D81637,436,253,135,43,0,0,0,0,0,0,619,277,0,675,11,83,550,0,11,481,7,0,0,0,2651,7146.52513
D81645,264,43,133,81,0,0,0,0,0,0,184,61,0,116,1,9,266,0,4,230,17,1,0,0,901,1294.7500599999998
D82001,1424,511,742,92,3,0,0,0,0,3,1539,535,0,879,309,173,1403,0,90,1178,30,4,0,0,6265,12174.37559
D82002,1363,517,633,178,5,0,0,0,2,3,1112,505,0,873,21,74,1329,2,49,1096,105,16,0,0,5282,11119.186039999997
D82003,2103,777,1007,243,7,0,0,0,0,7,2363,969,1,2439,188,162,2567,0,19,2283,113,15,0,0,10799,21878.947189999995
D82004,1614,569,784,159,0,0,0,0,0,0,1628,545,6,1434,117,134,1692,1,88,1541,6,9,0,0,7170,18106.320740000003
D82005,718,196,420,93,0,0,0,0,0,0,710,193,0,867,116,115,748,0,60,602,17,11,0,0,3467,8015.71983
D82006,895,201,586,90,8,0,0,3,3,2,1091,325,0,526,46,68,656,0,20,569,10,0,0,0,3615,7156.38789
D82007,2780,714,1661,342,4,0,0,0,0,4,1380,1071,2,3570,117,152,2459,0,11,2214,54,21,0,0,11535,20104.441319999998
D82008,1816,512,1055,187,9,0,0,0,3,6,1138,518,2,1667,139,155,1339,2,133,937,40,39,0,0,6783,15678.490080000001
D82009,651,273,278,92,2,0,0,0,2,0,849,388,0,1151,50,69,1232,0,37,1152,4,6,0,0,4392,7052.6089499999989
D82010,327,98,162,61,0,0,0,0,0,0,626,305,0,444,12,151,357,0,20,296,4,0,0,0,2222,5648.31696
D82011,1897,708,904,268,0,0,0,0,0,0,1641,468,0,1188,155,89,1410,0,55,1135,79,28,0,0,6848,16670.42624
D82012,1369,466,744,120,3,0,0,0,3,0,1007,411,19,1250,62,81,1072,2,13,994,4,3,0,0,5274,14823.70918
D82013,523,192,294,28,2,0,0,0,2,0,656,275,0,369,14,37,497,7,27,442,0,0,0,0,2373,10701.99659
D82015,655,207,339,96,2,0,0,0,0,2,820,476,3,764,96,159,778,0,87,584,10,14,0,0,3753,9095.7801200000013
D82016,1099,415,626,46,0,0,0,0,0,0,829,312,0,1073,35,61,1163,0,69,964,25,24,0,0,4572,9908.53395
D82017,1180,359,645,127,4,0,0,0,0,4,884,474,4,667,54,100,1016,0,89,865,28,3,0,0,4383,11324.934570000001
D82018,527,221,250,37,3,0,0,0,0,3,579,163,3,604,27,45,854,0,60,759,3,3,0,0,2805,8962.3153
D82019,1104,409,510,143,2,0,0,0,0,2,1629,891,11,1156,59,75,1620,8,37,1436,20,22,0,0,6547,20403.251929999995
D82020,1463,569,741,135,0,0,0,0,0,0,1243,574,0,844,50,100,1115,2,59,947,22,8,0,0,5389,10626.40782
D82022,746,210,279,211,3,0,0,0,3,0,814,480,0,334,25,68,525,0,29,432,25,2,0,0,2995,5668.31121
D82023,1125,513,443,134,0,0,0,0,0,0,1458,475,4,836,89,118,1169,0,36,1055,12,5,0,0,5274,11033.279629999999
D82024,705,209,405,71,0,0,0,0,0,0,771,257,4,583,45,56,708,0,27,625,29,1,0,0,3129,5943.4723699999995
D82025,931,238,461,218,3,0,0,0,0,3,752,505,12,886,166,76,728,0,74,559,22,1,0,0,4059,8200.18224
D82026,1289,378,731,103,0,0,0,0,0,0,736,371,15,608,115,59,1166,0,27,861,199,3,0,0,4359,10962.01013
D82027,908,346,446,92,0,0,0,0,0,0,713,483,3,486,133,84,959,0,80,727,33,2,0,0,3769,9393.73822
D82028,660,201,343,96,0,0,0,0,0,0,726,315,7,538,10,45,842,0,32,730,3,12,0,0,3143,6754.63363
D82029,1937,551,1137,208,4,0,0,0,2,2,2826,772,3,1772,118,100,2139,0,71,1850,63,20,0,0,9671,14976.70423
D82030,628,233,335,57,0,0,0,0,0,0,1012,334,3,760,74,53,1320,0,122,1045,1,11,0,0,4184,9744.05043
D82031,802,212,426,107,0,0,0,0,0,0,711,413,3,471,114,43,786,0,55,640,17,11,0,0,3343,8462.5846400000009
D82032,851,307,447,91,0,0,0,0,0,0,533,347,0,844,573,96,836,0,41,698,6,2,0,0,4080,7132.34139
D82034,1377,540,635,146,0,0,0,0,0,0,1993,530,8,1234,104,140,1772,11,107,1520,38,1,0,0,7158,17430.19929
D82035,1174,478,439,161,3,3,0,0,0,0,976,618,0,1100,26,135,1412,0,56,1184,19,46,0,0,5444,15958.91863
D82036,676,192,425,37,0,0,0,0,0,0,965,364,0,613,122,48,764,0,96,585,12,19,0,0,3552,7779.2609999999995
D82037,830,290,408,97,0,0,0,0,0,0,833,424,0,598,158,19,1020,0,47,862,10,16,0,0,3882,6501.9021600000005
D82038,356,147,183,26,0,0,0,0,0,0,192,53,0,178,53,12,221,0,7,209,0,0,0,0,1065,3271.77669
D82039,680,207,348,72,0,0,0,0,0,0,1210,273,0,689,58,75,866,0,37,774,16,0,0,0,3851,6694.7544300000009
D82040,2122,816,1072,170,2,0,0,0,2,0,1436,664,3,1654,77,136,1287,13,59,916,207,7,0,0,7381,13461.40222
D82041,1273,509,502,255,0,0,0,0,0,0,1063,381,0,1096,11,79,1038,0,58,856,61,14,0,0,4941,11227.820070000002
D82042,592,242,314,34,0,0,0,0,0,0,925,355,0,714,16,28,747,0,41,623,20,1,0,0,3377,5913.56437
D82043,564,300,162,96,0,0,0,0,0,0,697,330,0,914,142,102,807,7,165,534,19,2,0,0,3556,11955.10731
D82044,3586,1314,1683,387,5,0,0,0,0,5,3738,1492,3,2397,270,320,3189,5,283,2513,70,32,0,0,15000,35252.72513
D82045,1149,448,534,121,1,1,0,0,0,0,971,445,0,682,82,69,1073,10,118,783,60,18,0,0,4472,13267.57786
D82046,492,281,153,25,3,0,0,0,3,0,691,252,0,438,111,25,767,5,66,611,5,0,0,0,2779,4783.13576
D82047,1200,456,639,93,0,0,0,0,0,0,577,341,1,634,164,75,999,0,42,742,110,30,0,0,3991,11738.18532
D82048,1636,630,721,146,0,0,0,0,0,0,1213,375,2,979,107,96,1007,0,106,765,29,21,0,0,5415,15182.411739999998
D82049,635,399,201,34,0,0,0,0,0,0,293,149,0,269,96,22,469,0,85,337,40,0,0,0,1933,2119.6256099999996
D82050,1245,580,498,119,0,0,0,0,0,0,874,277,0,835,18,126,1059,0,56,889,30,5,0,0,4434,11898.500380000001
D82051,1925,934,664,206,4,0,0,0,4,0,1890,586,14,1222,171,130,1416,4,98,1100,29,0,0,0,7358,18476.13625
D82053,895,220,592,69,0,0,0,0,0,0,776,235,0,478,112,56,862,0,43,731,11,4,0,0,3414,7468.0901700000013
D82054,1389,548,729,97,0,0,0,0,0,0,1660,623,5,1201,331,79,1568,0,100,1318,29,6,0,0,6856,14162.923040000001
D82056,1583,416,952,174,2,0,0,0,0,2,894,401,0,967,37,140,1302,3,99,937,191,0,0,0,5326,11386.0811
D82057,572,187,303,67,0,0,0,0,0,0,646,440,1,678,14,80,820,3,39,682,24,12,0,3,3251,8132.2353699999994
D82058,1571,500,811,243,14,0,0,0,0,14,1759,860,3,1215,200,106,2357,0,106,2099,21,41,0,0,8085,14657.21138
D82059,858,318,454,79,0,0,0,0,0,0,1177,504,0,855,497,95,993,0,74,814,23,5,0,3,4979,9110.55037
D82060,855,349,400,74,0,0,0,0,0,0,514,251,0,593,3,37,637,0,32,529,14,3,0,0,2890,5777.72762
D82062,796,264,427,71,2,0,0,0,0,2,1316,480,0,895,98,76,1108,0,57,918,16,0,0,0,4771,11524.264619999998
D82063,1163,358,686,101,0,0,0,0,0,0,1098,583,0,795,18,135,1418,4,58,1242,32,2,0,0,5210,14125.82949
D82064,1815,643,999,123,2,0,0,0,0,2,1815,690,0,1160,139,142,1541,0,33,1308,15,0,0,0,7304,16236.19755
D82065,814,244,433,112,0,0,0,0,0,0,711,481,2,559,209,50,901,0,52,769,15,4,0,0,3727,6629.72898
D82066,695,167,413,104,0,0,0,0,0,0,815,341,0,759,75,62,818,0,43,720,7,2,0,0,3565,5914.4309699999994
D82067,1504,373,910,104,0,0,0,0,0,0,500,783,0,1872,125,117,1399,0,0,1116,140,37,0,0,6300,11580.76404
D82068,479,166,204,107,3,0,0,0,3,0,499,561,3,541,392,112,605,0,52,466,14,3,0,0,3195,7160.7613500000007
D82070,711,296,281,90,8,0,0,6,2,0,782,180,0,442,57,85,776,4,70,634,29,5,0,0,3041,13063.72669
D82071,1581,485,837,242,7,3,0,0,4,0,1283,538,0,893,125,88,1532,9,68,1384,14,4,0,0,6047,24576.48221
D82072,788,334,284,158,4,0,0,0,4,0,632,214,11,401,203,48,622,15,87,480,0,0,0,0,2923,10813.46205
D82073,974,299,597,74,18,0,0,2,0,16,851,261,0,808,66,72,636,0,7,570,36,3,0,0,3686,6675.67633
D82076,754,269,424,45,0,0,0,0,0,0,798,172,1,749,70,50,690,0,18,555,69,14,0,0,3284,7808.9459
D82078,762,275,345,114,0,0,0,0,0,0,776,261,16,694,117,50,717,0,20,628,4,2,0,3,3393,8773.6779200000019
D82079,655,321,213,121,13,0,0,0,13,0,495,281,0,510,32,24,854,0,31,697,28,0,0,0,2864,4316.89044
D82080,647,234,351,47,0,0,0,0,0,0,760,321,0,616,430,67,843,0,84,681,4,21,0,0,3684,6331.6977099999995
D82084,787,321,355,92,0,0,0,0,0,0,921,237,6,503,73,162,1111,4,113,921,11,0,0,0,3800,9587.33378
D82085,687,242,265,104,0,0,0,0,0,0,444,382,0,492,24,51,732,3,25,627,21,0,0,0,2812,7629.61318
D82087,957,276,617,55,0,0,0,0,0,0,775,273,0,786,96,35,834,0,13,766,31,1,0,0,3756,5521.6457
D82088,307,153,108,45,0,0,0,0,0,0,541,385,0,870,30,5,166,0,3,152,1,0,0,0,2304,5337.5790700000007
D82096,892,314,493,79,0,0,0,0,0,0,603,211,0,490,13,23,816,4,29,725,27,7,0,0,3048,10271.17866
D82099,1803,777,861,159,0,0,0,0,0,0,874,490,5,1262,127,70,1119,0,59,897,20,6,0,2,5750,14707.61571
D82100,337,166,109,41,0,0,0,0,0,0,565,196,0,338,25,59,411,0,6,395,0,3,0,0,1931,3832.3673000000003
D82104,1356,488,709,141,3,3,0,0,0,0,1142,449,0,605,182,112,1162,27,53,943,39,3,0,0,5011,20571.291409999998
D82105,825,493,272,59,0,0,0,0,0,0,699,423,0,217,32,53,870,0,40,736,28,0,0,0,3119,6916.490600000001
D82106,491,200,220,60,0,0,0,0,0,0,372,103,0,430,24,2,416,0,44,360,4,0,0,0,1838,3527.93487
D82600,94,52,29,10,0,0,0,0,0,0,155,23,0,72,7,51,117,0,0,101,0,0,0,0,519,963.24738
D82604,199,81,88,29,0,0,0,0,0,0,118,107,0,235,62,25,236,3,5,209,10,2,0,0,982,2402.16447
D82618,465,271,167,22,0,0,0,0,0,0,370,204,0,411,45,24,358,0,18,298,5,0,0,0,1877,4622.51361
D82621,573,225,244,101,2,0,0,0,2,0,552,280,0,482,287,36,958,0,79,836,11,3,0,0,3170,5147.5258699999995
D82624,585,253,267,36,0,0,0,0,0,0,444,237,0,385,68,28,341,0,14,278,15,0,0,0,2088,4887.01296
D82628,228,114,82,9,4,0,0,0,0,4,310,105,0,226,35,33,248,0,6,218,1,3,0,0,1189,3749.62844
D83001,728,327,306,90,0,0,0,0,0,0,860,176,0,943,30,80,838,0,3,737,32,1,0,0,3655,6150.92548
D83002,1669,467,894,162,4,0,0,0,4,0,1046,760,3,1556,41,97,1576,2,115,1245,65,21,0,0,6752,18077.97718
D83003,425,233,112,80,5,0,0,0,0,5,338,105,0,414,10,87,504,0,16,422,38,0,0,2,1888,3122.0192400000005
D83004,797,280,393,112,0,0,0,0,0,0,644,358,0,749,17,18,909,0,2,810,14,2,0,0,3492,9262.75538
D83005,1119,294,696,122,6,0,0,0,3,3,1172,432,0,1410,32,168,1568,3,50,1270,102,44,0,3,5907,13661.565949999998
D83006,598,152,290,98,0,0,0,0,0,0,399,247,0,451,30,44,859,3,11,724,36,0,0,0,2628,6424.70337
D83007,927,346,377,191,0,0,0,0,0,0,1524,384,0,444,21,80,961,0,21,896,17,1,0,0,4341,8391.97794
D83008,1911,756,906,218,0,0,0,0,0,0,852,482,0,1417,30,71,1380,0,4,1140,36,5,0,0,6143,14994.91379
D83009,1688,539,820,176,0,0,0,0,0,0,1222,729,8,1212,43,94,2015,33,125,1511,33,49,0,1,7011,23693.988260000006
D83010,921,258,474,165,0,0,0,0,0,0,963,310,2,761,28,45,844,19,41,660,0,21,0,0,3874,10602.71076
D83011,855,263,488,84,4,0,0,0,3,1,1002,398,2,717,17,75,913,3,12,744,29,14,0,0,3983,12530.531569999997
D83012,1521,621,738,153,3,0,0,0,3,0,1670,606,0,1404,66,207,1726,18,62,1443,101,7,0,0,7203,20174.848639999997
D83013,1254,285,738,224,3,0,0,0,3,0,914,436,0,1220,15,125,1263,4,15,1031,105,14,0,0,5230,12654.253579999999
D83014,799,260,417,111,7,0,0,0,0,7,576,217,0,941,86,104,964,0,6,844,44,5,0,0,3694,7297.98237
D83015,632,282,242,101,0,0,0,0,0,0,514,225,0,524,1,33,789,0,7,676,55,6,0,0,2718,7084.2163100000016
D83016,788,212,459,65,3,0,0,0,0,3,989,365,1,723,7,77,1031,0,51,870,33,19,0,0,3984,9593.32275
D83017,1358,468,617,243,18,0,0,0,4,14,1928,410,0,1065,50,63,1083,0,8,948,25,15,0,0,5975,11656.664610000002
D83018,1124,542,455,127,13,0,0,0,2,11,950,517,0,1361,37,110,1093,3,24,912,42,10,0,0,5205,14221.279330000001
D83019,922,417,368,115,0,0,0,0,0,0,896,177,0,819,73,49,1088,0,17,962,31,9,0,0,4024,6867.3607300000012
D83020,740,248,401,80,0,0,0,0,0,0,709,162,0,569,50,73,732,7,7,615,18,4,0,0,3035,10068.99195
D83021,1891,861,847,175,6,0,0,0,0,6,1355,349,0,1322,45,180,1552,0,28,1409,33,29,0,0,6700,12979.89925
D83022,413,115,203,74,3,0,0,3,0,0,491,133,0,391,22,80,440,3,5,404,6,10,0,0,1973,8590.28987
D83023,1810,556,775,138,2,0,0,0,2,0,1072,739,1,1175,33,91,1932,0,1,1473,70,101,0,0,6855,17037.967829999998
D83024,815,252,376,178,0,0,0,0,0,0,817,297,0,519,6,14,984,4,2,880,13,3,0,0,3452,8860.3698899999981
D83026,874,432,341,84,4,0,0,0,3,1,785,261,0,639,27,67,799,0,22,650,52,2,0,0,3456,6668.7409099999995
D83027,999,377,516,103,0,0,0,0,0,0,978,312,7,926,57,56,970,0,2,868,49,5,0,0,4305,7055.5697299999993
D83028,848,278,462,76,0,0,0,0,0,0,593,345,5,453,14,45,976,0,16,839,19,11,0,0,3279,6499.6837200000009
D83029,1512,506,790,202,6,0,0,0,0,6,1164,346,0,1075,39,181,1469,0,50,1307,66,8,0,0,5792,12277.457660000002
D83030,1433,325,998,60,0,0,0,0,0,0,882,267,4,772,17,26,776,4,27,622,17,28,0,0,4177,9710.14272
D83033,734,314,251,139,0,0,0,0,0,0,761,224,0,593,235,88,808,0,17,732,8,9,0,0,3443,6481.01485
D83034,1391,490,711,122,0,0,0,0,0,0,1521,512,4,991,56,67,1284,0,80,1021,57,9,0,0,5826,11270.43124
D83035,1440,459,824,113,0,0,0,0,0,0,1041,531,0,970,45,135,1126,8,75,891,34,4,0,0,5288,16051.955670000001
D83036,417,154,226,31,0,0,0,0,0,0,511,86,0,239,23,20,337,0,10,276,5,6,0,0,1633,4295.59425
D83037,1141,417,601,112,55,51,0,0,0,4,1652,390,0,1337,34,83,1266,8,14,1102,73,1,0,0,5958,13139.899130000002
D83038,1374,683,512,176,0,0,0,0,0,0,1278,391,0,1399,38,70,1084,0,30,901,47,7,0,4,5634,13919.455199999999
D83039,1491,551,690,222,9,0,0,3,3,3,1459,520,0,1279,15,86,1567,0,4,1351,111,2,0,0,6426,13786.295240000001
D83040,1369,442,557,365,6,0,0,0,0,6,950,442,0,968,64,66,985,0,50,843,52,8,0,0,4850,8621.44636
D83041,556,206,293,51,0,0,0,0,0,0,763,424,0,348,15,48,692,0,3,629,2,0,0,0,2846,6049.34763
D83043,630,206,286,134,2,0,0,0,0,2,578,83,1,507,31,29,420,0,0,375,4,2,0,0,2281,4553.73418
D83044,1617,631,817,137,5,0,0,0,0,5,2112,624,0,1527,61,189,2027,3,34,1663,86,36,0,0,8162,15949.16453
D83045,518,291,110,117,6,0,0,0,3,3,370,123,0,292,43,34,469,0,16,383,58,7,0,0,1855,4833.77673
D83046,1628,630,779,211,0,0,0,0,0,0,1129,701,0,1660,16,80,1578,2,9,1386,18,10,0,2,6792,20552.6176
D83047,1027,438,481,80,1,0,0,0,0,1,1011,639,2,1095,37,88,1210,0,16,1056,16,26,0,0,5110,13398.485610000002
D83048,1494,550,733,199,0,0,0,0,0,0,1446,504,8,1356,57,105,1524,3,16,1275,65,8,0,0,6494,12893.71196
D83049,518,156,310,45,0,0,0,0,0,0,709,192,0,650,61,45,704,0,13,615,17,12,0,0,2879,4997.59412
D83050,484,196,223,65,0,0,0,0,0,0,500,262,0,519,34,53,444,0,0,412,17,0,0,0,2296,6176.56469
D83051,1505,524,805,153,4,0,0,0,3,1,1334,532,0,1176,10,90,1151,3,14,1036,27,8,0,0,5802,17361.537039999996
D83053,1032,326,571,116,6,0,0,0,3,3,825,319,0,723,33,103,974,0,3,823,41,3,0,0,4015,6995.6790599999986
D83054,372,162,171,38,0,0,0,0,0,0,359,95,0,325,4,57,378,0,5,329,11,0,0,0,1590,3212.3179499999997
D83055,1195,403,498,282,3,0,0,0,0,3,786,350,0,1441,55,91,1972,8,59,1775,27,4,0,0,5893,13564.17388
D83056,1124,367,624,119,0,0,0,0,0,0,768,345,0,589,28,81,857,0,15,748,41,16,0,0,3792,7874.37934
D83057,1115,487,524,88,0,0,0,0,0,0,1392,360,4,1027,15,42,990,0,5,878,24,6,0,0,4945,11293.30916
D83058,851,331,424,84,2,0,0,2,0,0,639,314,0,504,13,19,671,0,7,580,8,19,0,0,3013,8455.78282
D83059,2008,850,1017,122,1,0,0,1,0,0,1388,742,16,1585,32,185,1360,2,5,1113,106,3,0,0,7317,13499.699749999998
D83060,2869,887,1385,518,27,0,0,0,14,13,2610,891,0,2474,119,202,2503,5,65,2153,120,36,0,3,11695,27555.6272
D83061,1120,471,443,193,2,0,0,2,0,0,1100,318,0,638,14,82,767,0,3,696,8,3,0,0,4041,7680.19535
D83062,869,317,400,152,3,0,0,0,0,3,665,407,0,881,69,62,1084,0,3,989,36,11,0,0,4040,6927.6135399999985
D83064,413,125,219,69,0,0,0,0,0,0,640,165,0,532,126,28,465,0,0,396,28,3,0,0,2369,4186.65329
D83067,369,206,118,41,0,0,0,0,0,0,495,114,0,446,49,51,441,0,36,382,4,0,0,0,1965,5137.93092
D83069,393,167,118,108,0,0,0,0,0,0,569,123,0,401,7,33,480,0,13,416,16,0,0,0,2006,4763.12502
D83070,423,238,119,66,0,0,0,0,0,0,480,191,0,352,22,67,568,0,2,483,29,7,0,0,2103,5874.88227
D83073,459,86,311,56,0,0,0,0,0,0,242,221,0,278,0,12,309,0,0,297,4,0,0,0,1521,2539.2991
D83074,1210,453,589,157,4,0,0,0,0,4,654,349,0,940,58,32,833,0,1,697,48,0,0,0,4080,8453.7536
D83075,1129,293,642,169,15,0,0,0,0,15,1058,389,0,765,127,84,1025,0,53,853,52,11,0,0,4592,12441.188009999998
D83076,191,63,101,20,0,0,0,0,0,0,175,125,0,198,27,92,351,0,5,332,1,3,0,0,1159,3509.04093
D83078,1128,573,468,82,0,0,0,0,0,0,643,343,0,769,25,77,778,4,20,697,40,0,0,0,3763,7291.9158300000008
D83079,1163,536,471,141,0,0,0,0,0,0,1392,218,0,630,22,95,1086,1,32,945,20,19,0,0,4606,10529.35917
D83080,445,110,296,33,0,0,0,0,0,0,416,187,0,384,11,39,539,0,0,472,13,1,0,0,2021,4463.52767
D83081,719,236,390,88,5,0,0,0,5,0,685,231,0,589,11,32,676,2,0,547,30,12,0,0,2948,8846.55125
D83082,589,257,271,55,0,0,0,0,0,0,266,135,0,266,5,14,401,0,6,336,16,0,0,0,1676,4593.08173
D83084,307,115,131,52,0,0,0,0,0,0,350,153,0,365,16,22,313,0,4,261,9,0,0,0,1526,4179.2518
