practice,Other,Venlafaxine,Mirtazapine,Duloxetine,MAOi,Isocarboxazid,Iproniazid,Tranylcypromine,Moclobemide,Phenelzine,Citalopram,Fluoxetine,Fluvoxamine,Sertraline,Escitalopram,Paroxetine,Tricyclics,Trimipramine,Dosulepin,Amitriptyline,Trazodone,Lofepramine,Maprotiline,Mianserin,total_items,total_cost
C84658,521,127,252,135,0,0,0,0,0,0,749,326,0,627,16,102,954,0,35,809,33,23,0,0,3295,5024.7328999999991
C84660,268,85,88,95,0,0,0,0,0,0,236,168,0,213,118,5,360,0,41,261,11,0,0,0,1368,3317.40894
C84664,222,88,121,13,0,0,0,0,0,0,219,100,0,226,6,15,242,0,0,213,14,3,0,0,1030,2374.2693699999995
C84667,242,60,81,101,0,0,0,0,0,0,436,125,0,306,16,11,467,0,3,404,36,1,0,0,1603,3171.6834500000004
C84676,173,38,125,7,0,0,0,0,0,0,127,80,0,295,8,12,257,0,29,199,11,0,0,0,952,1240.9524
C84679,174,55,111,8,0,0,0,0,0,0,234,66,0,275,2,12,349,0,15,299,13,4,0,0,1112,1689.44919
C84680,146,38,73,32,0,0,0,0,0,0,149,40,0,281,2,3,256,0,0,171,46,3,0,0,877,2281.51737
C84682,87,25,48,13,4,0,0,2,2,0,167,87,0,176,6,7,221,0,3,199,5,1,0,0,755,5709.9384800000016
C84683,721,153,512,53,0,0,0,0,0,0,622,322,0,695,14,42,1431,0,32,941,331,30,0,0,3847,6730.5098199999993
C84691,362,47,290,25,0,0,0,0,0,0,203,121,4,283,2,17,528,1,0,410,72,2,0,0,1520,2709.24341
C84692,116,43,65,2,0,0,0,0,0,0,244,78,0,181,192,6,373,0,33,334,3,3,0,0,1190,2012.1092599999997
C84693,254,30,209,15,0,0,0,0,0,0,136,106,0,143,4,4,280,0,13,200,34,8,0,0,927,2890.56507
C84694,84,21,52,10,1,0,0,0,0,1,170,79,0,181,3,8,222,0,18,171,13,0,0,0,748,1877.6668200000001
C84695,208,65,137,6,0,0,0,0,0,0,322,81,0,318,6,5,337,0,10,262,4,0,0,0,1277,2392.9478999999997
C84696,208,80,76,46,0,0,0,0,0,0,329,110,0,213,1,10,345,0,14,283,13,2,0,0,1216,3965.3914800000002
C84703,191,62,107,20,0,0,0,0,0,0,259,111,1,284,3,32,206,0,3,167,10,3,0,0,1087,2954.40578
C84704,226,42,149,33,4,0,0,0,4,0,259,75,0,266,10,21,428,1,2,327,76,2,0,0,1289,3279.79393
C84705,398,160,175,58,0,0,0,0,0,0,414,67,0,362,19,26,482,0,29,345,64,5,0,0,1768,4737.71479
C84709,397,190,118,80,3,0,0,0,3,0,985,438,0,475,15,36,1036,0,35,854,59,27,0,0,3385,8610.79673
C84710,197,64,110,19,0,0,0,0,0,0,253,94,0,240,3,26,291,3,4,255,6,0,0,0,1104,2228.43525
C84714,55,9,40,6,0,0,0,0,0,0,67,34,0,265,3,5,16,0,0,15,0,1,0,0,445,960.04768000000013
C84717,139,62,65,12,0,0,0,0,0,0,133,93,0,114,11,4,315,0,16,272,8,0,0,0,809,2388.0620499999995
C85001,361,45,253,50,0,0,0,0,0,0,325,239,0,568,6,39,675,5,60,565,22,0,0,0,2213,6115.329099999999
C85003,1135,171,794,138,0,0,0,0,0,0,842,846,6,1150,18,58,2070,2,44,1694,204,8,0,0,6125,12283.32126
C85004,1323,290,716,280,0,0,0,0,0,0,993,811,8,1953,369,110,2077,4,46,1713,217,32,0,0,7644,12868.192370000002
C85005,316,58,207,40,0,0,0,0,0,0,262,413,0,620,9,38,686,0,22,554,50,9,0,0,2344,12064.140779999998
C85006,440,122,269,38,0,0,0,0,0,0,656,344,0,559,24,72,569,0,29,481,26,0,0,0,2664,3371.38595
C85007,940,214,615,84,13,0,0,0,13,0,839,516,4,2087,18,77,1997,0,14,1654,202,4,0,0,6491,9631.64131
C85008,730,161,492,70,3,0,0,0,3,0,902,1085,0,1198,41,104,1745,0,96,1434,176,6,0,0,5808,10715.37166
C85009,722,125,515,50,0,0,0,0,0,0,256,322,2,710,68,53,633,0,12,447,159,4,0,0,2766,4331.7937299999994
C85010,1558,351,1014,148,1,0,0,0,0,1,808,898,2,1927,44,187,2349,9,174,1904,168,16,0,0,7774,19587.14716
C85013,1349,238,873,234,0,0,0,0,0,0,656,648,0,1654,42,139,1560,16,89,1122,229,3,0,0,6048,10322.020279999999
C85014,729,171,464,86,3,0,0,0,3,0,880,514,2,814,37,74,1653,0,92,1432,87,5,0,0,4706,9224.0874000000022
C85016,1078,192,785,50,0,0,0,0,0,0,978,855,0,1049,33,85,2369,0,128,2023,150,15,0,0,6447,9057.72835
C85017,1666,260,1096,265,6,0,0,0,6,0,1454,496,0,1175,81,260,2617,13,158,2053,319,6,0,0,7755,14587.88405
C85018,657,144,412,95,0,0,0,0,0,0,509,500,0,966,7,89,1122,0,30,959,105,17,0,0,3850,5678.51238
C85019,506,20,415,52,0,0,0,0,0,0,620,277,0,445,18,87,470,0,16,389,36,0,0,0,2423,3291.81426
C85020,1306,393,668,212,3,0,0,0,0,3,1108,969,2,1692,54,216,1799,3,73,1445,176,14,0,0,7149,14119.288509999998
C85022,1230,254,786,183,0,0,0,0,0,0,766,916,1,1392,66,171,1481,61,68,1157,101,5,0,0,6023,19376.98115
C85023,922,151,584,173,0,0,0,0,0,0,786,774,0,1115,33,139,1288,27,66,964,174,6,0,0,5057,18353.603219999997
C85024,366,79,206,63,0,0,0,0,0,0,254,709,1,299,0,152,1272,0,121,945,9,137,0,0,3053,10465.62553
C85026,293,80,149,50,0,0,0,0,0,0,257,199,0,446,7,47,375,0,6,298,54,0,0,0,1624,3090.72134
C85028,273,68,170,16,3,0,0,0,3,0,170,193,0,135,21,22,283,0,10,222,23,0,0,0,1100,1314.1248999999998
C85030,1383,257,932,174,13,0,0,0,13,0,686,932,0,1050,41,83,1868,0,88,1511,133,19,0,0,6056,10957.117240000001
C85033,805,188,536,58,0,0,0,0,0,0,1019,484,0,1308,19,152,1346,0,92,1094,109,3,0,0,5133,9028.28473
C85614,407,44,318,35,0,0,0,0,0,0,126,80,6,309,15,32,360,0,29,268,48,0,0,0,1335,2629.8025700000003
C85619,652,156,361,133,0,0,0,0,0,0,541,241,0,710,32,49,1126,0,14,790,290,13,0,0,3351,5953.02426
C85622,136,26,69,38,0,0,0,0,0,0,203,195,3,156,23,10,421,0,4,390,20,2,0,0,1147,1617.1632399999999
C85623,250,78,134,34,0,0,0,0,0,0,247,137,0,324,135,36,299,0,13,215,61,0,0,0,1428,2355.8293000000003
C85628,78,10,40,21,0,0,0,0,0,0,45,69,0,69,0,63,57,0,8,29,17,0,0,0,381,753.04117
C86001,2169,187,921,1014,0,0,0,0,0,0,1168,554,0,1283,300,139,2759,0,33,2390,253,1,0,0,8372,14193.306019999998
C86002,521,93,344,84,0,0,0,0,0,0,369,297,0,430,6,56,927,0,13,783,106,0,0,0,2606,4395.66297
C86003,477,76,326,70,0,0,0,0,0,0,687,328,0,656,21,87,1226,0,41,968,146,10,0,0,3482,6538.6646599999995
C86005,519,58,414,41,0,0,0,0,0,0,601,180,4,329,13,18,804,0,17,617,140,0,0,0,2468,4854.22253
C86006,1006,192,478,330,1,0,0,0,1,0,567,362,10,704,103,109,1325,0,48,968,252,5,0,1,4187,9709.24007
C86007,796,107,496,176,0,0,0,0,0,0,838,669,2,969,61,55,1450,3,42,1196,123,14,0,0,4840,11446.69562
C86009,342,81,131,109,0,0,0,0,0,0,524,323,0,601,83,55,732,0,4,674,30,6,0,0,2660,4914.61664
C86011,968,84,569,279,0,0,0,0,0,0,912,590,0,931,69,90,1700,0,53,1443,141,5,0,0,5260,9210.06793
C86012,354,68,157,129,0,0,0,0,0,0,348,129,0,363,40,52,522,0,0,444,39,9,0,0,1808,3886.4924199999996
C86013,583,154,331,98,0,0,0,0,0,0,730,470,0,603,33,77,1010,0,100,802,56,12,0,0,3506,7648.7438900000006
C86015,633,91,285,234,0,0,0,0,0,0,531,383,3,401,77,88,947,3,42,798,54,3,0,0,3063,6086.54455
C86016,808,205,444,155,3,0,0,0,3,0,700,336,0,614,25,30,1042,0,10,950,48,6,0,0,3558,6565.52222
C86017,969,316,423,226,0,0,0,0,0,0,1026,261,0,895,49,84,1448,0,13,1076,292,2,0,0,4732,11047.095339999998
C86018,576,111,352,113,0,0,0,0,0,0,771,294,0,636,52,123,1389,0,3,1202,142,2,0,0,3841,7200.5330000000013
C86019,1409,150,714,542,0,0,0,0,0,0,1139,681,3,1151,210,93,1537,0,23,1278,187,24,0,0,6223,12460.47219
C86020,503,48,326,123,0,0,0,0,0,0,628,301,0,778,33,40,1746,0,27,1466,196,7,0,0,4029,7522.04787
C86021,602,69,301,163,4,0,0,0,4,0,494,349,0,378,39,66,1129,0,6,910,188,4,0,0,3061,6002.46036
C86022,864,102,590,156,0,0,0,0,0,0,595,501,3,795,43,116,1165,0,3,965,111,11,0,0,4082,7676.1223299999992
C86023,663,132,415,104,1,0,0,0,0,1,422,234,0,692,10,42,894,0,21,751,92,11,0,0,2958,5417.1048699999992
C86024,745,118,424,199,0,0,0,0,0,0,620,452,0,809,27,79,1475,0,30,1139,235,4,0,0,4207,8763.75796
C86025,539,60,305,160,3,0,0,0,0,3,618,273,0,413,8,22,816,3,19,608,152,10,0,0,2692,6532.4942699999992
C86026,269,23,211,32,0,0,0,0,0,0,287,318,0,191,16,48,458,0,3,309,133,4,0,0,1587,2504.3796799999996
C86029,1010,167,680,138,2,0,0,0,0,2,707,450,0,1059,95,127,1567,3,28,1202,250,5,0,0,5017,12966.284849999998
C86032,195,37,101,55,0,0,0,0,0,0,734,379,3,184,46,136,617,0,34,533,19,15,0,0,2294,3542.69877
C86033,471,23,282,166,3,0,0,0,3,0,226,161,0,406,51,44,568,0,5,379,148,4,0,0,1930,4059.17292
C86034,1123,159,619,332,0,0,0,0,0,0,453,382,0,914,25,127,1175,0,37,932,170,7,0,0,4199,7030.23895
C86037,737,99,432,205,0,0,0,0,0,0,660,323,0,574,139,43,1461,0,28,1306,63,9,0,0,3937,8565.48582
C86038,635,129,330,165,0,0,0,0,0,0,695,323,0,754,21,47,1273,4,20,1100,93,6,0,0,3748,8386.26574
C86605,460,77,289,91,0,0,0,0,0,0,408,247,0,408,71,50,675,0,0,602,51,4,0,0,2319,5471.23039
C86606,127,48,63,16,0,0,0,0,0,0,257,97,0,203,3,11,286,0,7,238,24,8,0,0,984,1491.2248299999999
C86609,656,106,308,234,3,0,0,0,3,0,496,445,0,521,54,57,1172,0,15,1011,91,7,0,0,3404,10049.799190000002
C86611,250,60,107,79,4,0,0,4,0,0,578,345,0,299,49,17,774,0,8,627,109,0,0,0,2316,5400.73969
C86613,338,44,176,116,0,0,0,0,0,0,302,340,0,364,21,17,536,0,9,449,57,2,0,0,1918,3978.7479200000002
C86614,729,85,425,215,0,0,0,0,0,0,843,376,0,585,79,39,1350,0,7,1126,160,4,0,0,4001,6506.0406099999991
C86616,243,42,161,34,0,0,0,0,0,0,267,137,0,211,25,45,523,0,3,414,94,0,0,0,1451,3404.52476
C86621,593,100,391,90,0,0,0,0,0,0,395,277,0,716,78,61,887,0,37,730,77,2,0,0,3007,5695.5803199999991
C86623,47,4,33,7,0,0,0,0,0,0,54,18,0,33,0,3,130,0,10,103,16,0,0,0,285,540.79894
C86625,98,11,77,10,0,0,0,0,0,0,110,56,0,137,3,6,170,0,0,145,23,2,0,0,580,1319.4826300000002
C86626,78,13,47,18,0,0,0,0,0,0,149,58,0,55,0,9,114,0,3,82,21,0,0,0,463,1211.28397
C87002,1463,305,917,228,0,0,0,0,0,0,1965,809,0,1865,58,107,2088,0,56,1828,125,31,0,0,8355,15309.88631
C87003,812,132,555,125,3,0,0,0,3,0,819,397,0,724,19,55,1153,5,8,961,122,11,0,0,3982,8901.28992
C87004,992,230,570,192,3,0,0,0,3,0,1033,361,0,940,44,130,1092,0,37,859,144,24,0,0,4595,8719.43151
C87005,1735,338,1004,386,3,0,0,0,0,3,1117,752,10,1849,27,129,1846,0,42,1435,296,10,0,0,7468,15110.726150000002
C87006,1002,186,680,129,0,0,0,0,0,0,1026,604,0,1396,51,118,1497,0,61,1269,93,32,0,0,5694,10818.781939999997
C87007,906,155,621,123,4,0,0,0,0,4,1101,621,0,1017,25,187,1117,2,12,1042,21,6,0,0,4978,10763.46884
C87008,1030,198,573,236,29,0,0,0,29,0,1236,663,0,1339,23,70,1541,0,38,1206,245,11,0,0,5931,13758.546339999999
C87009,769,139,425,202,0,0,0,0,0,0,635,474,0,740,20,61,759,0,23,686,15,13,0,0,3458,7509.54363
C87010,170,15,119,33,0,0,0,0,0,0,247,171,0,314,6,34,510,2,13,443,29,0,0,0,1452,3447.4547399999997
C87012,858,143,612,97,0,0,0,0,0,0,740,496,0,1003,33,54,1128,1,17,863,136,43,0,0,4312,11404.226600000002
C87013,747,122,567,55,3,0,0,0,3,0,545,411,0,495,21,65,688,16,25,569,56,19,0,0,2975,6598.6032100000011
C87014,449,142,247,60,0,0,0,0,0,0,570,297,0,577,16,83,647,3,17,544,61,9,0,0,2639,6788.70736
C87015,562,123,314,121,0,0,0,0,0,0,389,344,0,1100,15,39,788,6,27,610,43,70,0,0,3237,9628.0675999999985
C87016,1062,173,645,241,0,0,0,0,0,0,898,627,7,961,68,86,1093,0,24,973,41,8,0,0,4802,8867.88036
C87017,1059,258,651,146,3,0,0,0,0,3,979,663,0,1181,30,104,1741,3,19,1239,403,38,0,0,5760,15308.50033
C87018,325,74,200,46,6,0,0,0,3,3,428,391,0,927,14,25,641,0,23,562,19,0,0,0,2757,4578.5135
C87020,462,99,281,78,0,0,0,0,0,0,725,329,0,693,11,54,769,0,0,712,22,8,0,0,3043,5822.04933
C87022,549,105,369,75,0,0,0,0,0,0,918,468,0,716,24,59,1109,0,14,969,59,28,0,0,3843,6713.33452
C87024,188,51,130,5,0,0,0,0,0,0,433,177,0,486,20,12,356,0,15,327,7,4,0,0,1672,2587.67999
C87029,1153,129,635,377,2,0,0,0,0,2,967,654,0,1247,43,49,1511,3,67,1155,172,16,0,0,5626,14044.311729999998
C87030,915,141,598,164,0,0,0,0,0,0,586,409,0,1089,36,71,957,0,23,879,26,3,0,0,4063,6354.76515
C87031,215,50,116,49,0,0,0,0,0,0,349,146,0,198,20,39,297,0,12,262,7,4,0,3,1264,2944.4237700000003
C87603,393,71,287,32,0,0,0,0,0,0,220,226,0,356,45,26,452,0,7,346,83,3,0,0,1718,3250.9072100000008
C87604,257,61,125,71,0,0,0,0,0,0,337,198,1,394,16,15,497,0,0,464,18,3,0,0,1715,2958.89009
C87606,96,16,61,19,0,0,0,0,0,0,191,47,0,76,0,5,132,0,0,117,2,10,0,0,547,999.99631
C87608,229,20,196,13,0,0,0,0,0,0,117,44,0,120,59,7,147,2,5,120,3,5,0,0,723,3099.0865399999993
C87616,325,45,177,87,0,0,0,0,0,0,565,192,3,268,5,152,510,0,25,437,6,7,0,0,2020,4652.94055
C87620,580,132,333,115,0,0,0,0,0,0,613,266,0,717,27,24,689,0,14,651,12,2,0,0,2916,5115.2502499999991
C87621,65,9,38,18,0,0,0,0,0,0,68,69,0,36,0,6,98,0,3,60,35,0,0,0,342,840.60045
C87622,1242,105,993,141,0,0,0,0,0,0,507,442,5,935,65,72,1267,0,13,928,300,16,0,0,4535,8763.7036500000013
C88005,833,167,470,157,2,0,0,0,2,0,559,387,6,1009,107,90,621,0,7,484,77,25,0,0,3614,7982.9216099999994
C88006,448,51,211,174,0,0,0,0,0,0,512,205,0,556,14,30,840,0,1,667,137,13,0,0,2605,3971.15992
C88007,1054,197,611,240,0,0,0,0,0,0,1361,522,0,1405,53,63,701,0,9,548,71,36,0,0,5159,9348.4933
C88008,720,90,513,110,2,0,0,0,2,0,341,263,0,708,23,44,716,0,17,510,154,18,0,0,2817,6422.95256
C88009,619,78,409,104,0,0,0,0,0,0,424,390,0,495,11,83,1068,0,18,659,301,47,0,0,3090,10975.71239
C88010,1023,119,734,161,8,0,0,0,8,0,1239,934,5,1178,56,128,1701,2,35,1391,129,23,0,0,6272,15013.765800000003
C88011,632,100,396,122,0,0,0,0,0,0,456,251,8,547,66,41,843,0,14,557,231,10,0,0,2844,6075.4867900000008
C88014,1306,74,1013,219,0,0,0,0,0,0,510,779,3,1036,51,62,1522,0,45,1062,245,57,0,0,5269,11651.861240000002
C88015,1214,284,818,112,6,0,0,0,4,2,779,532,0,1096,39,85,1173,0,66,863,178,34,0,0,4924,8645.26859
C88016,764,159,389,208,0,0,0,0,0,0,695,321,8,719,74,52,659,0,8,506,92,7,0,0,3292,8794.53659
C88018,715,110,492,113,3,0,0,0,3,0,1403,278,5,624,69,79,822,0,48,592,153,6,0,0,3998,7361.3674300000011
C88019,955,211,607,137,0,0,0,0,0,0,576,628,0,837,29,87,1188,0,3,739,385,46,0,0,4300,7739.42417
C88020,627,79,451,97,0,0,0,0,0,0,449,352,0,741,18,71,928,0,0,730,136,28,0,0,3186,5790.8433599999989
C88021,331,62,193,75,0,0,0,0,0,0,183,160,0,329,190,56,509,0,7,424,49,5,0,0,1758,5312.91916
C88022,215,22,134,48,0,0,0,0,0,0,204,255,2,453,54,140,423,0,43,335,16,11,0,0,1746,4268.7826300000006
C88023,641,53,402,186,0,0,0,0,0,0,715,459,0,1048,10,144,1232,0,15,960,135,23,0,0,4249,8348.6302000000014
C88024,575,143,310,122,0,0,0,0,0,0,519,408,0,711,29,178,798,0,40,594,119,6,0,0,3218,5901.29949
C88025,790,68,506,213,1,0,0,0,0,1,707,589,0,951,38,43,1318,0,23,1091,148,26,0,0,4437,7614.3960099999995
C88026,1088,142,741,189,4,0,0,0,0,4,767,530,0,1601,51,110,1372,0,10,1104,192,9,0,1,5523,8308.2645999999986
C88027,379,23,310,46,0,0,0,0,0,0,161,189,12,302,36,22,520,0,16,397,76,0,0,0,1621,2921.64929
C88028,458,112,282,62,0,0,0,0,0,0,245,203,5,518,44,46,327,0,34,225,54,11,0,0,1846,4832.15925
C88030,603,105,388,110,0,0,0,0,0,0,574,177,0,418,48,41,798,0,18,646,66,13,0,0,2659,5677.52967
C88031,955,149,695,110,2,0,0,2,0,0,507,321,0,896,25,33,1018,0,33,746,195,16,0,0,3757,7963.82003
C88032,390,72,291,27,0,0,0,0,0,0,347,512,0,408,135,28,472,0,7,388,22,17,0,0,2292,3892.5502400000005
C88034,649,175,351,120,3,0,0,3,0,0,273,350,0,773,38,46,575,3,22,425,88,5,0,0,2707,8596.96253
C88035,674,86,426,150,0,0,0,0,0,0,387,294,0,812,20,86,974,0,1,785,151,17,0,0,3247,5859.05846
C88036,786,123,494,162,0,0,0,0,0,0,610,352,0,750,43,46,844,0,59,646,107,10,0,0,3431,6888.70906
C88037,1376,316,890,165,0,0,0,0,0,0,949,465,0,750,78,132,1042,5,84,797,96,8,0,0,4792,9673.8338799999983
C88038,521,36,420,62,0,0,0,0,0,0,619,337,0,322,28,49,724,0,28,559,107,13,0,3,2600,4742.4226300000009
C88039,706,87,513,104,1,0,0,0,0,1,430,409,17,793,18,38,1088,3,8,775,211,25,0,0,3500,7876.7302200000013
C88040,354,83,208,63,0,0,0,0,0,0,479,296,0,339,27,52,601,0,26,497,68,7,0,0,2148,4506.5849
C88041,910,103,544,263,0,0,0,0,0,0,791,647,0,1207,85,51,1316,0,34,969,146,22,0,0,5007,8118.04285
C88043,863,194,537,127,4,0,0,0,0,4,648,505,0,782,23,83,980,0,10,845,72,23,0,0,3888,7232.294719999999
C88044,312,55,220,37,0,0,0,0,0,0,103,129,0,325,19,22,225,0,0,149,57,2,0,0,1135,2070.18044
C88045,1288,288,635,344,26,0,0,0,13,13,682,379,0,1010,37,86,1151,0,22,862,225,19,0,0,4659,10908.13455
C88046,177,49,95,33,0,0,0,0,0,0,211,165,0,373,20,22,304,0,9,250,27,5,0,0,1272,2595.5204900000003
C88047,809,123,485,192,0,0,0,0,0,0,342,373,2,785,39,93,727,0,0,619,91,8,0,0,3170,5535.3306
C88048,684,107,437,128,2,0,0,0,2,0,320,123,0,392,26,63,540,0,23,414,91,5,0,0,2150,3618.08064
C88049,336,38,248,50,0,0,0,0,0,0,427,319,0,402,6,48,414,0,5,334,44,0,0,0,1952,3758.47838
C88050,369,109,238,22,0,0,0,0,0,0,298,177,3,396,25,81,549,0,11,400,104,5,0,0,1898,3510.151
C88051,580,61,377,131,0,0,0,0,0,0,197,123,1,289,19,27,547,0,8,459,37,10,0,0,1783,6749.86878
C88052,685,188,374,118,0,0,0,0,0,0,445,366,0,610,34,46,466,0,4,387,48,10,0,0,2652,6580.08551
C88053,231,47,163,21,0,0,0,0,0,0,156,179,0,275,0,29,322,0,5,247,57,8,0,0,1192,2002.3822199999997
C88054,449,38,336,73,0,0,0,0,0,0,396,275,6,514,28,20,585,3,24,414,70,39,0,0,2273,7658.1324600000007
C88059,294,24,199,71,0,0,0,0,0,0,268,94,0,175,65,19,347,0,0,232,87,12,0,0,1262,1695.48148
C88060,221,10,189,22,3,0,0,0,3,0,280,119,0,191,6,28,205,0,3,143,15,20,0,0,1053,1412.0425
C88062,185,69,73,43,5,0,0,0,5,0,89,78,0,370,123,29,279,0,15,183,72,2,0,0,1158,2908.18138
C88068,315,93,145,77,0,0,0,0,0,0,183,95,0,229,20,5,204,0,4,134,38,4,0,0,1051,2044.5944599999998
C88069,1378,128,1094,156,4,0,0,4,0,0,760,727,1,1046,16,96,1995,0,27,1669,228,1,0,0,6023,11936.32015
C88070,726,123,521,78,3,0,0,0,0,3,538,435,6,748,26,68,680,0,27,492,122,12,0,0,3230,7801.1421900000005
C88072,1563,218,1117,228,1,0,0,0,1,0,1260,1223,3,1311,84,348,2025,12,61,1475,309,19,0,0,7818,12018.790110000002
C88073,596,58,413,124,2,0,0,0,2,0,336,339,0,647,89,43,696,0,0,531,140,8,0,0,2748,5560.35552
C88074,424,84,288,38,0,0,0,0,0,0,606,319,0,380,133,74,405,0,3,294,73,7,0,0,2341,4169.22166
C88076,1317,60,976,278,0,0,0,0,0,0,225,241,0,810,17,53,677,0,3,514,102,20,0,0,3340,5123.395489999999
C88077,414,53,290,67,0,0,0,0,0,0,369,219,4,462,12,30,471,0,0,340,107,13,0,0,1981,7800.78847
C88078,626,44,357,225,0,0,0,0,0,0,438,362,0,709,19,58,753,9,13,642,54,7,0,0,2965,10142.353060000001
C88079,492,119,317,56,3,0,0,0,3,0,348,289,0,487,38,36,515,0,27,386,83,14,0,0,2208,4918.3158600000006
C88082,133,3,82,48,0,0,0,0,0,0,48,63,0,58,4,6,124,0,2,109,9,3,0,0,436,823.78138
C88083,136,15,104,17,0,0,0,0,0,0,104,118,0,206,44,17,197,0,4,156,23,6,0,0,822,1599.36587
C88084,162,22,95,45,0,0,0,0,0,0,160,108,0,159,10,53,492,0,4,396,66,3,0,0,1144,1930.76974
C88085,606,83,415,108,0,0,0,0,0,0,550,516,0,743,18,72,987,11,3,732,206,4,0,0,3492,7253.30547
C88086,389,54,271,61,0,0,0,0,0,0,374,170,6,341,39,9,523,0,6,465,38,7,0,0,1851,6527.2323899999992
C88087,991,101,783,105,0,0,0,0,0,0,733,374,0,890,20,90,1146,0,32,901,168,27,0,0,4244,6506.11177
C88088,523,58,371,94,0,0,0,0,0,0,416,311,0,603,13,64,502,3,9,294,159,6,0,0,2432,5328.50667
C88090,863,169,540,153,0,0,0,0,0,0,487,464,0,945,26,126,1200,0,37,862,227,43,0,0,4111,8876.23164
C88091,159,17,129,13,0,0,0,0,0,0,93,71,2,154,33,12,185,0,2,134,44,4,0,0,709,1881.6170399999996
C88092,1255,256,631,329,6,0,0,0,0,6,786,339,0,925,129,70,1131,0,27,861,197,2,0,0,4641,8062.5288400000009
C88095,353,40,269,44,10,0,0,0,0,10,282,277,2,353,12,29,448,0,2,352,75,7,0,0,1766,5106.5072
C88096,777,40,590,147,0,0,0,0,0,0,645,343,6,553,167,91,1211,0,39,899,195,30,0,0,3793,6938.1116900000006
C88622,108,1,102,5,0,0,0,0,0,0,39,43,0,100,0,3,123,0,0,116,3,0,0,2,416,662.21364
C88627,243,97,126,16,0,0,0,0,0,0,380,286,0,1194,43,21,144,0,0,110,22,6,0,0,2311,4860.73855
C88631,60,3,51,6,0,0,0,0,0,0,23,45,0,71,0,29,55,0,0,46,6,0,0,0,283,423.83471999999995
C88643,182,12,139,28,0,0,0,0,0,0,317,407,0,322,0,28,538,0,8,506,18,0,0,0,1794,2221.09325
C88647,301,37,219,45,0,0,0,0,0,0,466,172,0,558,46,92,594,0,0,476,65,17,0,0,2229,4158.04313
C88648,457,89,316,52,0,0,0,0,0,0,351,284,0,611,39,11,626,0,7,431,117,19,0,0,2379,5491.80942
C88652,198,41,85,72,0,0,0,0,0,0,146,115,0,176,9,4,179,0,5,147,22,0,0,0,827,1644.54668
C88655,21,0,12,9,0,0,0,0,0,0,7,13,0,42,6,6,13,0,0,10,0,3,0,0,108,209.35038
C88656,242,73,132,32,0,0,0,0,0,0,177,102,0,227,4,18,310,0,21,243,25,0,0,0,1080,2351.92062
D81001,314,106,195,12,6,0,0,0,5,1,259,138,1,431,46,48,306,0,9,251,23,9,0,0,1549,4326.6006400000006
D81002,608,157,390,59,6,0,0,0,2,4,529,269,0,722,45,92,569,1,15,468,5,7,0,0,2840,7958.31621
D81003,773,311,379,65,18,0,0,0,16,2,438,149,1,563,17,35,870,0,95,615,49,50,0,0,2864,8923.047
D81004,853,405,308,137,0,0,0,0,0,0,870,392,0,1120,54,96,1213,0,24,1161,11,0,0,0,4598,7601.54766
D81005,445,98,315,29,2,0,0,0,0,2,347,145,1,521,36,12,272,0,4,231,3,0,1,0,1781,5290.75448
D81008,2300,761,1245,280,8,0,0,0,8,0,2118,501,12,2178,24,64,2810,4,274,2258,14,25,0,0,10015,22183.96575
D81010,1084,385,607,73,0,0,0,0,0,0,1467,287,2,1074,11,168,1592,0,56,1318,15,21,0,1,5685,8836.92853
D81011,1291,421,715,123,8,0,0,0,7,1,1273,514,3,1422,57,134,1425,0,83,1134,72,21,0,0,6127,11384.379609999998
D81012,806,227,505,62,0,0,0,0,0,0,735,261,0,614,43,76,782,0,21,690,16,10,0,0,3317,6659.8207600000005
D81013,470,184,209,62,5,0,0,0,3,2,449,190,0,753,72,111,510,0,10,343,48,0,0,0,2560,6696.6566299999995
D81014,1953,772,840,329,6,0,0,0,3,3,1572,497,0,1733,73,48,1986,17,38,1724,25,48,0,0,7868,16193.08233
D81015,563,215,256,86,0,0,0,0,0,0,635,227,0,483,208,63,964,0,109,700,0,9,0,0,3143,6048.2576799999988
D81016,1277,416,786,75,4,0,0,0,4,0,704,211,0,827,36,19,1119,2,37,982,29,3,0,0,4197,12707.310850000002
D81017,471,186,263,16,0,0,0,0,0,0,452,173,0,376,12,75,425,0,29,343,1,0,0,0,1984,3579.0651599999997
D81018,512,182,288,36,0,0,0,0,0,0,546,322,1,385,39,22,765,0,54,681,3,2,0,0,2592,5079.48227
D81021,1227,561,561,101,3,0,0,0,0,3,958,468,0,1270,17,45,1108,3,67,943,19,5,0,0,5096,9149.89281
D81022,3419,1354,1733,290,7,0,0,4,3,0,5403,1741,0,4465,124,429,5383,0,147,4770,109,13,0,0,20971,38686.037030000007
D81023,980,300,591,89,3,0,0,0,3,0,1274,389,0,1290,43,104,1191,0,32,1063,20,8,0,0,5274,8629.047340000001
D81025,668,157,452,42,3,0,0,0,0,3,601,263,0,651,24,71,846,0,60,683,17,22,0,0,3127,7086.4505799999988
D81026,2090,549,1174,303,0,0,0,0,0,0,1583,667,0,1781,75,126,2507,3,36,2188,61,21,0,4,8829,18013.76394
D81027,396,150,186,48,0,0,0,0,0,0,680,217,2,649,14,44,861,0,17,786,9,7,0,0,2863,5091.1207699999995
