practice,Other,Venlafaxine,Mirtazapine,Duloxetine,MAOi,Citalopram,Fluoxetine,Fluvoxamine,Sertraline,Escitalopram,Paroxetine,Tricyclics,Trimipramine,Dosulepin,Amitriptyline,Trazodone,Lofepramine,Maprotiline,Mianserin,total_items,total_cost
M85009,734,159,494,74,0,1133,205,0,788,19,62,856,0,41,778,5,14,0,0,3797,7542.4303599999939
M85011,1440,439,828,173,6,1457,444,0,1791,27,52,1156,7,95,933,17,4,0,0,6373,29724.457649999989
M85013,1191,458,453,280,0,718,474,0,469,22,111,1421,0,36,1341,0,0,0,0,4406,12504.463910000004
M85014,523,108,328,74,0,928,205,0,821,46,25,532,0,22,498,0,0,0,0,3080,6171.327699999998
M85016,1752,514,907,294,0,1221,526,0,1756,89,271,1492,0,24,1338,47,17,0,0,7107,19572.944119999989
M85018,2413,868,1059,482,0,1770,1453,29,2220,34,182,1635,0,194,1276,39,20,0,0,9736,44764.472039999993
M85019,3244,1067,1887,268,9,4092,1360,13,3211,158,244,5301,10,152,4896,30,49,0,0,17632,36776.821269999993
M85020,2868,378,1973,517,0,1797,976,0,1621,61,296,4552,0,68,4417,33,0,0,0,12171,17962.58922999999
M85021,398,83,287,25,0,627,127,0,325,9,11,225,0,19,184,0,0,0,13,1722,4981.5779800000009
M85023,2285,448,1543,241,4,2419,1010,0,2104,18,416,2136,0,113,1868,43,26,0,0,10392,28063.063190000012
M85024,730,194,418,112,0,1057,268,0,725,8,112,1224,0,60,1026,65,0,0,0,4124,10701.753840000005
M85025,1526,426,894,201,0,834,758,0,1154,23,178,1435,0,55,1205,40,40,0,0,5908,17331.054670000009
M85026,1889,975,766,139,6,1838,654,0,3009,711,325,2059,0,107,1746,21,0,0,0,10491,45858.405910000009
M85027,2283,810,1208,244,0,1954,1012,0,2481,32,278,1636,0,92,1438,22,27,0,0,9676,34907.303529999983
M85028,3970,1049,2228,673,54,3854,1486,0,4795,334,580,3637,0,176,3103,131,61,0,0,18710,55670.2808799999
M85029,1304,389,750,154,0,1641,603,5,1747,100,88,1552,0,118,1348,30,12,0,0,7040,21417.662799999987
M85030,2116,595,1244,263,1,1556,751,0,2370,59,244,1735,0,83,1529,17,33,0,0,8832,30818.073679999954
M85031,3643,964,2284,387,0,3512,1420,0,3899,64,248,2833,0,59,2651,29,6,0,0,15619,42101.306809999973
M85033,2383,946,1143,275,0,2889,985,10,3442,252,244,1950,35,119,1538,21,14,0,0,12155,56528.160959999987
M85034,2125,404,1329,379,0,1806,410,0,1538,40,261,1409,0,36,1268,19,15,0,0,7589,23682.88159
M85035,1260,187,911,162,0,1581,537,0,864,50,125,1198,12,92,1025,15,32,0,0,5615,17892.09941000001
M85037,1490,480,764,244,7,1324,889,0,1708,71,167,1776,0,66,1591,29,26,0,0,7432,25357.99271999998
M85038,1417,629,654,122,11,1438,568,0,1725,284,142,1018,15,61,801,37,18,0,0,6603,29002.150710000005
M85041,1050,315,614,113,0,1291,533,0,1728,206,113,765,0,42,648,27,1,0,0,5686,16289.384290000004
M85042,970,290,575,105,0,817,450,0,851,96,47,572,4,63,443,7,0,0,0,3803,14745.481200000006
M85043,1992,715,884,380,0,951,1177,0,1164,37,379,1970,13,183,1658,0,36,0,0,7670,26366.005180000018
M85046,854,256,379,219,0,1746,496,0,919,126,109,747,0,47,581,16,13,0,0,4997,16891.231280000011
M85047,1454,347,897,204,0,1284,991,15,1467,47,345,1699,0,81,1544,18,0,0,0,7302,21398.487690000009
M85048,2782,720,1687,375,0,2978,1109,0,2594,105,314,2305,0,202,1969,11,17,0,0,12187,41847.742189999983
M85051,811,187,561,59,0,502,137,0,603,26,43,909,0,67,766,3,38,0,10,3031,8596.9264900000035
M85052,764,153,568,39,0,939,519,0,977,30,72,918,0,133,730,1,11,0,0,4219,10564.12645999999
M85053,1016,218,607,191,0,691,223,0,726,173,44,533,0,36,480,5,0,0,0,3406,8085.6466499999979
M85055,1084,316,647,116,0,793,662,0,734,43,61,831,8,39,755,16,0,0,0,4208,16350.787820000001
M85056,1196,312,711,169,0,1532,455,0,1665,129,164,993,14,22,908,0,21,0,0,6134,22194.19230000001
M85058,1771,455,1234,70,5,1602,459,4,1583,68,183,1420,0,84,1218,21,40,0,0,7095,22147.51356000001
M85060,2259,1028,979,242,10,3196,1374,6,2623,109,271,2401,0,92,2138,21,53,0,0,12249,44338.1803
M85061,2431,578,1155,691,0,2554,819,10,2104,60,152,2512,0,175,2280,0,0,0,0,10642,27873.782590000017
M85062,1724,783,723,198,0,1735,905,6,1052,144,402,1503,0,76,1284,26,30,0,0,7471,24299.903459999987
M85063,18185,5639,9896,2579,20,11818,5670,12,16093,1594,1616,12883,30,773,10843,386,164,0,0,67891,206430.36100999996
M85064,433,77,242,109,0,280,155,0,273,36,26,286,0,7,267,1,4,0,0,1489,3170.9493500000003
M85065,2983,909,1715,351,0,1940,514,0,3945,159,140,1372,11,78,1139,34,44,0,0,11053,36024.790310000055
M85066,2082,560,1243,278,0,1844,605,0,1581,117,737,1565,0,16,1515,19,0,0,0,8531,21565.220449999986
M85068,1329,409,719,201,9,1267,731,0,1703,172,309,1155,0,49,905,13,43,0,0,6675,29408.571000000029
M85069,2523,485,1732,290,0,1681,819,0,1273,15,98,3215,0,109,3001,26,21,0,0,9624,21715.177609999977
M85070,3554,993,1876,621,0,2470,566,0,3692,216,226,2094,0,208,1678,34,17,0,0,12818,26828.28943
M85071,1592,424,795,353,28,1857,932,3,2197,17,446,1762,0,188,1456,20,27,0,0,8834,32033.762920000019
M85074,1644,629,833,163,0,1802,949,4,1333,109,177,1607,0,100,1346,27,18,0,0,7625,24213.214610000032
M85075,405,73,244,86,0,480,176,0,356,30,38,528,0,56,464,0,0,0,0,2013,4961.2150599999986
M85076,1837,492,1065,266,0,1963,664,0,1724,72,312,2184,42,285,1564,193,36,0,0,8756,51404.643839999946
M85077,2410,780,1302,246,8,2278,1078,0,1700,44,234,2243,0,231,1796,73,38,0,0,9995,30072.186789999992
M85078,988,237,665,86,0,935,186,0,560,245,92,924,11,110,756,42,0,0,0,3930,21715.031420000003
M85079,2498,938,1217,343,0,2321,845,48,3244,41,179,2287,4,84,2037,46,11,0,0,11463,33739.44865999998
M85081,2437,470,1364,572,9,1678,764,17,3597,164,241,2019,1,13,1899,5,0,0,0,10926,34410.528620000026
M85082,417,42,226,149,0,448,179,0,212,0,20,820,0,72,652,0,0,0,0,2096,2838.5327400000015
M85083,1870,713,1058,97,7,1765,728,8,3052,165,264,1506,0,74,1269,15,17,0,21,9365,34031.596700000009
M85084,1418,262,943,188,6,844,328,0,723,19,121,1315,0,31,1203,0,0,0,0,4774,13678.476240000013
M85085,9,4,5,0,0,28,18,0,38,0,0,158,0,0,158,0,0,0,0,251,394.88357000000013
M85086,2681,902,1489,270,0,2150,950,0,1763,57,145,2249,0,137,1989,35,57,0,0,9995,33034.77634
M85087,2818,1326,1169,309,0,1260,1122,0,1667,27,257,2222,0,128,1991,11,0,0,0,9373,32954.006330000018
M85088,2710,494,1855,315,0,1150,478,7,2862,104,209,2313,0,67,2179,30,1,0,0,9833,31664.923209999986
M85092,2502,710,1558,207,0,1919,1040,0,1461,18,217,1611,0,108,1335,79,39,0,0,8768,26977.771100000024
M85094,52,22,30,0,0,274,15,0,17,0,28,40,0,0,40,0,0,0,0,426,951.40562999999975
M85097,326,71,235,20,0,216,38,0,127,157,6,198,0,20,138,0,19,0,0,1068,3950.3677799999982
M85098,457,103,274,77,0,510,109,0,582,22,23,445,0,0,408,0,27,0,0,2148,5412.6491399999995
M85103,630,159,408,61,0,1381,458,0,1044,76,102,952,42,40,795,13,10,0,0,4643,33028.912369999976
M85105,811,239,450,122,7,1061,392,0,1431,57,26,784,27,35,685,18,5,0,0,4569,40378.616720000005
M85107,1291,542,588,161,0,1105,100,0,501,107,40,684,7,33,639,0,0,0,0,3828,12956.868380000009
M85108,758,186,268,304,0,700,243,0,742,19,63,813,0,69,721,0,11,0,0,3338,10810.816480000003
M85110,629,106,238,279,0,889,140,0,397,180,107,678,0,0,629,11,0,0,0,3020,10716.427130000005
M85113,1193,347,541,305,0,1322,217,0,1399,589,72,1314,0,30,1198,0,6,0,1,6106,15569.705469999992
M85115,336,139,146,51,0,454,248,0,375,21,29,281,0,17,224,0,0,0,0,1744,4635.08476
M85116,1043,272,593,161,0,797,213,0,698,33,123,1224,8,13,1140,22,15,0,0,4131,16752.804100000008
M85117,2602,616,1638,348,0,2053,918,162,1986,0,218,1944,0,165,1638,10,74,0,0,9883,22289.941329999994
M85118,522,222,211,83,0,688,202,3,424,140,101,669,0,60,599,0,0,0,0,2749,6352.0183200000083
M85123,1367,106,1060,201,0,1074,120,0,825,47,59,846,0,28,813,0,0,0,0,4338,8807.9849899999936
M85124,1474,417,816,201,0,1498,744,7,1181,99,169,1526,0,114,1284,27,15,0,0,6698,20194.374339999973
M85127,118,34,69,15,0,86,62,0,56,110,12,158,0,0,148,3,0,0,0,602,3017.2849000000024
M85128,1094,233,714,140,0,595,314,7,705,19,41,633,12,18,580,12,0,0,0,3408,14275.826419999994
M85134,522,78,314,118,0,587,162,0,700,41,241,426,0,14,410,2,0,0,0,2679,6428.9684999999945
M85136,3017,845,1891,265,0,1957,1186,0,1825,144,175,1816,0,114,1628,16,22,0,0,10120,22815.277319999976
M85139,453,118,164,168,0,501,178,0,922,25,14,1077,0,22,1037,0,0,0,0,3170,8659.3750600000076
M85141,1515,634,720,161,9,770,220,0,829,12,78,498,0,40,421,0,0,0,0,3931,16492.103139999988
M85142,286,66,189,31,0,338,123,0,302,15,68,281,0,32,246,0,0,0,0,1413,3429.9520599999983
M85143,1294,325,741,211,9,1026,954,9,1222,14,65,1497,0,109,1375,0,0,0,0,6090,20890.859550000005
M85145,645,167,391,87,7,889,118,0,491,44,116,866,0,12,838,9,7,0,0,3176,10669.637640000006
M85146,655,189,396,59,0,471,337,10,508,117,45,641,0,24,526,1,6,0,0,2784,7300.4616799999967
M85149,417,101,160,149,0,571,486,0,377,248,11,856,0,7,844,0,0,0,0,2966,7485.450420000001
M85153,204,41,141,22,0,167,110,0,192,4,27,543,0,32,509,0,0,0,0,1247,1928.7825799999989
M85154,252,30,201,21,0,370,67,0,125,14,44,492,0,37,400,21,10,0,0,1364,3260.6654500000004
M85155,1391,400,806,185,0,816,850,0,2316,31,236,1026,0,5,955,12,43,0,0,6666,14409.475190000006
M85156,1857,706,1007,132,0,1461,549,0,1344,34,149,1376,14,60,1237,6,20,0,0,6770,24690.164330000029
M85158,381,142,188,41,10,648,48,0,290,80,66,181,0,41,110,0,13,0,0,1704,5346.0287800000015
M85159,2093,491,1349,252,0,2214,574,0,1747,86,130,1744,0,155,1468,16,0,0,0,8588,22150.129969999995
M85164,1283,226,890,166,0,1074,328,0,541,76,142,1432,0,68,1141,19,34,0,0,4876,12790.98147000001
M85167,901,422,366,111,0,1175,719,1,1464,250,60,520,0,21,421,4,45,0,0,5090,15807.764929999994
M85170,916,133,374,409,0,746,231,0,410,25,69,1246,0,0,1201,5,16,0,0,3643,9983.83273000001
M85171,328,55,144,129,0,852,160,0,353,2,29,400,0,1,351,21,0,0,0,2124,4847.57899
M85172,2550,548,1808,177,0,3485,971,1,2278,22,357,2754,0,42,2576,47,34,0,0,12418,29318.353800000004
M85174,961,231,654,76,0,503,289,12,820,27,60,810,0,68,730,5,7,0,0,3482,10273.686929999998
M85175,1030,422,446,134,4,1555,495,0,1903,262,225,1277,3,107,1046,5,28,0,0,6751,34409.762110000011
M85176,621,40,469,110,0,625,77,0,627,104,38,644,0,55,573,0,6,0,0,2736,5939.4089900000008
M85177,2180,1139,746,295,0,1464,341,0,2004,49,60,1328,0,47,1166,6,25,0,0,7426,21860.973330000004
M85178,3962,850,2801,275,0,1487,638,0,1897,113,204,2278,0,94,2059,46,5,0,0,10579,19727.543670000003
M85179,1368,351,866,150,0,2202,450,0,903,129,181,803,0,173,501,13,78,0,0,6036,11123.030130000003
M85600,2742,742,1634,286,10,2092,1196,1,2426,47,572,2230,0,130,1927,52,19,0,0,11316,34981.188130000017
M85611,556,117,380,47,0,309,99,1,325,61,4,292,4,15,263,0,4,0,0,1647,6532.659800000004
M85624,823,193,601,28,0,1937,434,0,602,42,125,977,0,4,945,3,13,0,0,4940,10182.833930000004
M85634,799,153,547,85,0,634,140,0,722,41,45,1197,0,47,1068,24,0,0,0,3578,10234.156880000004
M85642,633,62,400,166,0,393,99,0,487,49,68,760,0,42,642,0,10,0,0,2489,6357.9930199999981
M85663,724,276,362,86,0,717,129,0,282,7,5,688,0,0,640,15,0,0,0,2552,5752.5917000000081
M85669,1352,425,730,197,0,890,171,0,1026,91,50,574,6,15,503,2,0,0,0,4154,14407.477500000005
M85670,219,41,142,36,0,149,31,0,340,0,10,352,0,3,335,0,0,0,0,1101,2634.3629899999964
M85671,283,54,216,13,0,343,169,0,272,37,30,197,5,20,141,13,0,0,0,1331,5889.4110600000022
M85676,571,92,352,127,0,544,99,0,425,29,41,883,1,34,772,11,0,0,0,2592,7066.7983799999956
M85677,424,80,246,94,0,516,105,0,525,12,26,499,0,63,431,0,0,0,0,2107,5414.5249499999991
M85679,565,170,219,161,0,825,159,14,298,55,56,722,0,36,686,0,0,0,0,2694,6460.9024199999967
M85680,265,48,173,44,0,122,60,0,56,1,33,326,0,22,300,0,0,0,0,863,2122.69223
M85684,49,20,19,10,0,194,9,7,16,0,4,86,0,0,86,0,0,0,0,365,1057.6192199999994
M85686,273,43,168,62,0,317,23,0,206,41,2,386,0,0,386,0,0,0,0,1248,2768.1693899999987
M85689,335,66,178,79,0,448,132,0,216,45,13,398,0,19,323,0,1,0,0,1587,4648.37734
M85693,293,38,220,35,0,206,80,0,175,35,45,171,0,10,161,0,0,0,0,1005,3182.1796200000003
M85694,368,161,161,46,0,724,90,0,304,69,9,340,0,11,313,0,0,0,0,1904,4247.8918699999977
M85697,644,29,464,151,0,608,139,0,559,24,19,1130,0,58,1040,17,0,0,0,3123,6953.080869999998
M85699,583,208,291,80,0,442,261,1,739,13,54,1097,0,26,1032,0,3,0,0,3190,8184.88204999999
M85701,354,101,229,11,0,320,82,0,169,1,12,628,0,22,605,1,0,0,0,1566,2310.2285799999991
M85706,730,228,359,131,0,917,319,4,948,34,54,968,0,18,905,3,7,0,0,3974,11285.351560000016
M85711,57,4,16,37,0,82,19,0,107,11,0,268,0,13,238,0,0,0,0,544,1352.0453199999993
M85713,726,282,361,77,9,708,106,0,158,2,18,643,0,17,613,2,5,0,0,2370,7602.31473
M85715,673,99,424,150,0,606,169,0,509,19,34,1110,0,37,1022,1,34,0,0,3120,8373.25325
M85716,1041,241,725,75,0,766,192,0,713,57,23,495,1,19,452,15,0,0,0,3287,9024.18713
M85717,1084,305,616,156,0,1313,277,0,730,65,90,749,0,41,654,29,0,0,0,4308,12243.512200000003
M85721,196,53,99,44,0,158,157,0,370,8,0,163,0,20,141,1,0,0,0,1052,2518.08502
M85722,179,39,89,51,0,407,40,2,268,24,121,309,0,21,285,1,0,0,0,1350,5269.1768900000015
M85730,804,236,526,42,0,749,580,9,441,8,89,703,0,28,666,3,1,0,0,3383,9387.4691800000073
M85732,111,20,63,28,0,51,29,0,171,0,0,166,0,0,166,0,0,0,0,528,1102.2826100000002
M85733,183,78,91,14,0,243,166,6,565,45,88,389,0,50,287,28,0,0,0,1685,9150.5331899999965
M85735,330,85,217,27,0,272,88,0,464,22,51,416,0,0,399,0,0,0,0,1643,4594.89968
M85736,1185,377,753,55,0,1108,242,0,1738,54,128,778,0,41,672,0,52,0,0,5233,12745.477189999998
M85739,415,117,210,88,0,627,61,0,360,2,26,792,0,0,781,5,0,0,0,2283,5145.8625799999991
M85746,1610,493,887,171,0,1381,397,0,1546,141,167,1338,0,80,1152,11,0,0,0,6580,16814.105810000005
M85749,195,55,87,36,0,194,22,3,176,19,15,359,0,0,346,0,0,0,0,983,2146.0087200000003
M85753,544,103,341,92,0,656,197,0,344,2,54,312,0,21,274,17,0,0,0,2109,5296.8718800000006
M85756,176,59,110,7,0,357,109,0,206,25,39,266,0,7,235,0,13,0,0,1178,3157.9252999999976
M85757,325,41,253,31,0,131,22,0,262,17,29,269,0,6,235,7,0,0,0,1055,6000.2447999999958
M85759,1337,226,924,181,0,619,426,0,875,7,42,1223,0,7,1185,10,4,0,0,4529,11091.436889999999
M85766,366,29,262,75,0,476,80,0,307,53,2,514,0,17,463,1,0,0,0,1798,5588.58799
M85770,365,125,194,35,0,511,113,0,357,18,22,348,0,0,288,8,0,0,0,1734,4896.8907199999985
M85774,763,190,472,100,13,555,138,0,349,31,29,579,0,16,491,28,37,0,0,2457,12210.324110000005
M85776,360,129,171,45,0,449,133,0,512,62,57,283,0,15,256,0,0,0,0,1856,3515.7379200000009
M85778,428,139,194,84,0,414,227,0,1142,25,28,286,0,12,262,0,0,0,0,2550,5411.9091400000016
M85779,965,566,332,67,0,441,455,0,540,9,214,852,0,81,709,38,13,0,0,3476,9800.8827999999958
M85781,413,123,175,115,0,435,13,6,282,33,121,569,0,78,472,2,2,0,0,1872,4993.8932300000006
M85782,212,43,112,57,0,260,87,0,305,115,38,92,0,0,90,0,0,0,0,1109,2766.5095399999987
M85783,778,219,343,213,0,532,467,38,686,91,46,942,0,16,894,7,0,0,0,3580,8859.8724600000041
M85792,307,108,148,32,0,347,121,0,431,9,63,479,0,2,477,0,0,0,0,1757,6414.801180000004
M85794,368,67,176,23,0,194,133,0,201,0,18,981,0,67,874,0,11,0,0,1895,4230.854220000002
M85797,1115,232,715,150,0,1154,224,0,809,39,100,998,0,0,868,103,0,0,0,4439,10432.16191
M85801,76,9,45,22,0,115,34,0,46,18,12,165,0,6,147,12,0,0,0,466,1055.2126400000006
M85803,1958,431,1150,377,0,1007,385,14,1035,146,208,1082,0,50,926,33,0,0,0,5835,13497.356050000013
M86001,1419,439,793,147,0,947,342,0,1089,123,32,1682,0,13,1532,16,23,0,0,5634,11857.888609999996
M86002,2343,549,1126,621,0,1067,751,0,1236,57,184,2165,0,38,1898,24,10,0,0,7803,15722.601769999997
M86003,2695,839,1229,488,4,3080,1098,0,2365,115,279,2813,0,65,2517,40,12,0,0,12449,29505.968740000004
M86004,2564,1107,1017,230,0,2562,1800,39,2255,74,173,2435,0,111,1972,176,19,0,0,11902,28208.859770000043
M86005,956,271,573,111,0,1159,520,0,819,1,144,983,0,11,908,16,0,0,0,4582,9015.1977099999913
M86006,2551,930,1107,283,0,2601,699,11,2613,211,152,2345,0,98,1808,300,36,0,0,11183,24933.35517
M86007,937,398,344,164,0,1726,339,0,944,19,31,1019,0,13,859,25,0,0,0,5015,12908.563849999993
M86008,2616,666,1424,403,0,2508,957,17,1572,58,246,2521,0,65,2305,24,33,0,0,10495,23533.855769999969
M86009,4034,1691,1752,484,0,2988,2673,0,3073,274,248,3358,0,81,2792,95,0,0,0,16648,40933.633099999955
M86010,2184,581,911,610,0,2072,1063,0,2362,96,83,2429,0,274,1985,18,23,0,0,10289,26101.691760000031
M86012,1682,631,729,216,0,791,583,0,1278,53,116,1207,0,40,1002,6,54,0,0,5710,12810.893370000007
M86013,1151,312,624,148,0,1191,395,0,951,80,67,1194,0,9,979,131,39,0,0,5029,9552.94963000001
M86014,3322,1066,1439,572,0,4477,2796,0,2726,155,257,3861,0,102,3411,99,24,0,13,17594,42688.273110000046
M86015,6134,1169,3040,1308,0,3618,1095,4,2563,168,859,2758,0,64,2483,87,0,0,0,17199,37492.36487
M86016,933,352,437,109,0,886,380,0,829,10,59,1200,0,27,1128,0,0,0,0,4297,10408.387770000008
M86017,2112,813,721,516,0,1880,1243,0,3114,98,105,2127,0,81,1901,52,18,0,0,10679,28516.69233999998
M86018,2207,537,1321,241,0,2473,1135,7,2216,205,180,2084,0,49,1944,32,0,0,0,10507,26312.91504
M86019,557,218,185,73,0,940,639,0,457,16,123,2317,0,88,1923,30,0,0,0,5049,14930.602830000003
M86020,2418,547,1380,331,0,1755,935,0,2175,35,66,2679,0,117,2444,38,13,0,0,10063,21647.793639999993
M86021,1410,629,419,332,0,1441,719,5,1119,93,58,1378,0,61,1179,30,9,0,0,6223,18270.070569999996
M86022,389,66,257,57,0,405,177,0,467,48,55,506,0,27,395,10,8,0,0,2047,5562.4951900000024
M86023,827,347,356,102,0,987,373,13,1622,47,49,1434,0,26,1304,31,8,0,0,5352,15303.614470000006
M86027,1041,525,350,102,0,1091,406,0,1874,26,66,1395,0,82,1145,23,8,0,0,5899,17541.187140000005
M86028,466,137,151,138,0,844,164,0,431,0,23,1028,0,19,995,0,0,0,0,2956,6483.0915499999983
M86029,3750,1349,1503,627,18,2912,1127,0,3045,170,270,3139,0,118,2561,285,13,0,0,14431,39225.13323000005
M86030,1693,642,742,286,0,1668,715,1,2409,57,215,1710,13,137,1362,24,26,0,0,8468,22846.620130000018
M86032,2718,803,1308,289,0,3068,1123,1,1940,70,60,3855,13,140,3430,120,27,0,0,12835,40264.518009999971
M86033,1401,304,878,170,0,1357,898,0,1060,30,68,1267,0,33,1163,16,0,0,0,6081,11538.658490000007
M86034,2567,821,1137,399,10,2102,1224,0,3825,129,161,2916,16,31,2637,113,0,0,0,12934,38527.486389999947
M86035,3060,708,1822,371,0,2748,1051,0,2679,43,90,2944,13,50,2632,153,29,0,0,12615,29295.448640000021
M86037,1274,333,558,275,0,420,467,0,1149,71,48,811,0,14,642,50,0,0,0,4240,9144.9654400000054
M86038,667,209,222,201,0,665,208,0,468,37,127,490,0,25,428,19,0,0,0,2662,6858.0466099999994
M86039,817,241,466,106,0,1174,330,0,632,68,32,893,0,57,716,1,8,0,0,3946,9495.1740400000072
M86040,659,182,277,181,0,1595,617,0,266,24,65,1052,0,40,898,4,39,0,0,4278,9513.3165200000058
M86041,1530,514,878,108,0,1898,535,0,844,46,54,2118,7,76,1941,28,13,0,10,7025,14728.048139999995
M86044,437,125,241,66,0,951,320,8,431,16,77,553,0,20,469,51,0,0,0,2793,5029.1634700000022
M86045,675,147,362,109,0,597,458,0,680,50,115,1367,0,0,1268,35,28,0,24,3942,10770.116510000005
M86046,919,444,299,84,0,1591,473,0,1181,130,36,1543,0,34,1330,86,14,0,0,5873,12032.360579999997
M86048,983,272,390,285,0,1611,534,0,695,30,143,1391,0,13,1261,17,44,0,0,5387,12451.997680000006
M86605,592,201,347,44,0,302,158,0,522,0,20,700,0,45,605,19,0,0,0,2294,5418.4327900000017
M86610,35,23,5,1,0,86,93,0,247,0,0,113,0,0,90,0,0,0,0,574,1062.35262
M86612,474,122,244,91,0,367,104,0,343,0,42,1134,0,0,1090,13,0,0,0,2464,4935.3921400000027
M86613,805,101,580,102,0,415,317,0,464,62,16,1049,13,0,1008,0,3,0,0,3128,8523.22076000001
M86617,643,66,445,103,0,314,283,0,316,20,43,758,0,16,684,0,26,0,0,2377,4703.5737000000017
M86622,669,297,223,76,0,704,245,0,409,9,62,392,0,0,349,27,0,0,0,2490,6808.82691
M86624,1426,363,669,321,0,882,1348,0,711,15,165,1534,9,43,1413,0,63,0,0,6081,15947.21055
M86627,686,205,385,62,0,968,338,0,1217,36,99,1913,0,9,1828,28,14,0,0,5257,9957.0371900000027
M86633,863,98,618,135,0,582,292,12,724,35,57,892,0,11,768,19,0,0,0,3457,7418.1416100000042
M86638,1386,380,616,354,0,976,644,0,772,59,24,1443,0,33,1086,239,0,0,0,5304,14762.51514000001
M87001,532,179,292,59,0,2220,434,0,1500,107,290,1468,0,33,1190,0,16,0,0,6551,15796.96266999999
M87003,2378,839,1314,210,6,3072,842,0,3527,472,377,3245,12,212,2662,8,95,0,0,13919,43238.881169999979
M87005,1257,527,559,146,0,1847,1071,0,2578,76,285,1659,0,122,1360,10,3,0,0,8773,22436.68164
M87006,2215,1159,688,325,0,2139,1014,0,2357,68,259,2653,0,178,2302,12,30,0,0,10705,28498.145859999997
M87007,2391,499,1278,589,0,1992,1782,12,2949,165,181,2703,6,112,2333,53,19,0,0,12175,42488.130459999964
M87008,1894,642,582,646,0,3149,602,0,1384,294,513,2579,2,82,2268,0,38,0,0,10415,27118.895779999995
M87009,4834,1761,2207,636,12,5436,2054,0,6103,214,628,4875,26,268,4203,44,72,0,0,24156,77697.056270000059
M87010,1494,310,1038,136,0,1566,590,0,2027,222,248,1353,0,80,1144,12,0,0,0,7500,18764.177700000004
M87011,3320,1144,1708,407,2,4674,2105,0,6815,425,495,3908,9,428,3126,21,1,0,0,21744,67951.928569999975
M87012,2861,885,1579,391,0,1784,918,0,1658,119,55,2238,0,187,1848,33,4,0,0,9633,23330.861529999995
M87013,1960,701,989,270,0,3384,1226,6,2431,82,193,2704,4,106,2421,71,15,0,0,11986,40686.362720000048
M87014,1161,389,652,102,0,1889,471,0,1245,118,164,1195,52,91,934,12,4,0,0,6243,30761.488689999987
M87015,1452,587,726,84,12,2726,547,0,1226,65,258,1694,0,239,1326,10,11,0,0,7980,29912.897109999991
M87016,814,246,464,52,0,1197,610,0,1519,160,78,1491,0,131,1257,2,0,0,0,5869,17587.581770000019
M87017,1685,519,892,261,0,1496,1028,2,1946,120,62,2243,0,51,1982,55,6,0,0,8582,21390.951119999983
M87018,2241,456,1571,200,1,2744,663,0,3153,92,519,1854,4,348,1073,139,76,0,0,11267,28278.199840000012
M87019,2089,603,1270,181,0,1092,486,0,2344,80,260,2043,11,180,1800,0,13,0,0,8394,27189.605170000003
M87020,1694,843,632,157,1,3033,559,0,1741,120,212,2327,27,327,1804,16,2,0,0,9687,41953.816609999987
M87021,1539,507,839,156,0,2744,670,18,1042,108,259,1638,0,60,1495,10,0,0,0,8018,18417.86826
M87023,1097,502,386,209,6,2042,965,0,2387,184,389,1934,0,253,1470,18,11,0,0,9004,28808.83885
M87024,5129,1227,3379,519,6,5046,2314,8,6648,396,541,4631,7,409,3840,67,64,0,0,24719,91191.590639999908
M87025,1099,413,666,20,0,586,565,0,1336,138,56,739,0,21,657,5,0,0,0,4519,12072.387459999991
M87026,853,341,286,226,0,747,986,0,481,35,240,1004,13,158,624,75,8,0,0,4346,14774.435439999994
M87027,981,216,600,154,0,826,765,1,544,97,33,1188,21,43,1032,0,30,0,0,4435,24490.271449999975
